"feature_id_full","feature_id","feature_mz","feature_rt","pDelta_vs_psDelta_p_value","pDelta_vs_sDelta_p_value","pDelta_vs_WT_p_value","psDelta_vs_sDelta_p_value","psDelta_vs_WT_p_value","sDelta_vs_WT_p_value","pDelta_vs_psDelta_p_value_minus_log10","pDelta_vs_sDelta_p_value_minus_log10","pDelta_vs_WT_p_value_minus_log10","psDelta_vs_sDelta_p_value_minus_log10","psDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","psDelta_vs_WT_fold_change","pDelta_vs_WT_fold_change","psDelta_vs_sDelta_fold_change","pDelta_vs_sDelta_fold_change","pDelta_vs_psDelta_fold_change","sDelta_vs_WT_fold_change_log2","psDelta_vs_WT_fold_change_log2","pDelta_vs_WT_fold_change_log2","psDelta_vs_sDelta_fold_change_log2","pDelta_vs_sDelta_fold_change_log2","pDelta_vs_psDelta_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"128_227.08_0.6",128,227.079340489107,0.63621825,0.0366140526700086,0.735859913802524,0.810162274184153,0.00748955040998112,0.140474174825285,0.2746125850089,1.43635219805615,0.133204854756438,0.0914279839308938,2.12554425176978,0.852403510362286,0.561279563695482,1.6883635132766,0.647668629575767,1.23295778915956,0.383607336028507,0.730267966266795,1.9036861333969,0.755625557090251,-0.626672227371342,0.302123409300702,-1.38229778446159,-0.45350214778955,0.928795636672044,"Fatty acids","Ornithine alkaloids","Polyamines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58_458.77_0.5",58,458.769806446376,0.49040663,0.03756379991181,0.513144738902957,0.9868030400387,0.00427880309894579,0.0224873706903727,0.702868877506841,1.42523048144166,0.289760119408828,0.005769521251618,2.36867769832767,1.64806132097242,0.153125686483181,1.59648302742251,0.436303517881941,0.898032027493387,0.273290420497826,0.562506467070458,2.05827363449402,0.67489721536743,-1.19659598878613,-0.155161196600309,-1.87149320415356,-0.830058411967739,1.04143479218582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76_222.99_0.5",76,222.988235455794,0.5307552,0.0422139934400156,0.702899780231486,0.10055520553946,0.00787621909056735,0.88732364706249,0.0165037405563353,1.37454356168292,0.153106592469785,0.997595441938995,2.10368221171865,0.0519179444340542,1.78241761221847,2.60602678298794,0.884645768203402,1.7651885706585,0.339461502843464,0.677348591419549,1.99536202410526,1.38185191103012,-0.176828211172173,0.819822311214386,-1.55868012220229,-0.562029599815729,0.996650522386559,NA,NA,NA,NA,"C(CSCC(C(=O)O)N)C(C(=O)O)N",NA,NA,"InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)",NA,"ILRYLPWNYFXEMH-UHFFFAOYSA-N","ILRYLPWNYFXEMH",NA,NA,NA,NA,NA
"123_198.1_0.6",123,198.097239700699,0.6121948,0.0499831400762466,0.000199495788523296,0.0220103641868137,0.044690631148656,0.995399565506646,0.0449085205358895,1.30117646379681,3.70006626809953,1.65737277148504,1.34978351192181,0.00200255316212538,1.34767125207785,1.50489128922612,0.97349615714458,0.723575540172607,0.646888027137954,0.48081582061964,0.743275188979656,0.589659272925824,-0.0387528109386077,-0.466784455126267,-0.628412083864432,-1.05644372805209,-0.42803164418766,"Terpenoids","Monoterpenoids","Pinane monoterpenoids","3-Fluoro-5-Isopropoxybenzeneboronic Acid","C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O",NA,"B(C1=CC(=CC(=C1)F)OC(C)C)(O)O","InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",NA,"LKDRXBCSQODPBY-VRPWFDPXSA-N","LKDRXBCSQODPBY",NA,NA,NA,"InChI=1S/C9H12BFO3/c1-6(2)14-9-4-7(10(12)13)3-8(11)5-9/h3-6,12-13H,1-2H3","HJJYROZZJOJOOW"
"248_146.12_1.8",248,146.117679088818,1.838279,0.070916591500447,0.229986869622475,0.0539097117253197,0.00313420964926592,0.999940422980444,0.00190813887422914,1.14925214628207,0.638296957953203,1.26833299049445,2.50387195666319,2.58747416188436e-05,2.71939002055615,3.05272116788972,0.992259693943131,1.66080642384232,0.325041050057336,0.544041310196174,1.67376185284969,1.61009582142363,-0.0112103430939835,0.731883929027322,-1.62130616451761,-0.878211892396306,0.743094272121306,"Amino acids and Peptides","Small peptides","Aminoacids","AmbotzHAA1031",NA,NA,"CC(C)CC(C(=O)OC)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H15NO2/c1-5(2)4-6(8)7(9)10-3/h5-6H,4,8H2,1-3H3","QVDXUKJJGUSGLS"
"99_147.08_0.6",99,147.076684860766,0.5692322,0.0796424199870662,0.676706317462941,0.0444994809186381,0.0138423434926104,0.999277391618185,0.00674250645619823,1.09885555212201,0.16959976909583,1.35164505498505,1.85879037810535,0.000313938273678596,2.17117862902191,2.92485728847522,1.02133588210477,1.92622269650707,0.349191697704064,0.658569805814782,1.88598357333487,1.54836623350563,0.0304573968308641,0.945774507217404,-1.51790883667477,-0.60259172628823,0.91531711038654,"Amino acids and Peptides","Small peptides","Aminoacids","glutamin","N[C@@H](CCC(O)=O)C(O)=O","NC(=O)CCC(N)C(=O)O|O=C1CCC(C(=O)O)N1|NC(CO)C(=O)O","C(CC(=O)N)C(C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",NA,"WHUUTDBJXJRKMK-VKHMYHEASA-N","WHUUTDBJXJRKMK","ZDXPYRJPNDTMRX|ODHCTXKNWHHXJC|MTCFGRXMJLQNBG","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)|InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)","ZDXPYRJPNDTMRX-UHFFFAOYSA-N|ODHCTXKNWHHXJC-UHFFFAOYSA-N|MTCFGRXMJLQNBG-UHFFFAOYSA-N","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX"
"63_334.99_0.5",63,334.992035713088,0.49264824,0.0980132539073877,0.797918458321755,0.0748537900311133,0.0241204415728847,0.999976931880583,0.0163191710337061,1.0087151925765,0.0980414882361512,1.12578620536865,1.61761474583073,1.00184725248373e-05,1.78730190591493,2.146737688767,0.993889396527608,1.67070379075859,0.462976637401125,0.778252415048519,1.68097556588852,1.10214591814839,-0.00884278229435424,0.740455971888494,-1.11098870044275,-0.361689946259897,0.749298754182849,"Alkaloids","Small peptides","Aminoacids","methyl 2-[(6-acetamido-1,3-benzothiazol-2-yl)sulfanyl]acetate",NA,NA,"CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H12N2O3S2/c1-7(15)13-8-3-4-9-10(5-8)19-12(14-9)18-6-11(16)17-2/h3-5H,6H2,1-2H3,(H,13,15)","TYXZJDHELRGQTC"
"86_296.07_0.6",86,296.065960707854,0.5503024,0.105067455465874,0.0198289955161542,0.680754494500304,0.877952530162036,0.0186176857061509,0.00313834632658749,0.978531785402237,1.70269928543366,0.167009482664844,0.0565289652396979,1.73007430549833,2.50329913231486,2.89270285885209,2.18552286985878,1.1867431882114,0.755529681581624,0.410254093184785,0.543001953710091,1.53241813589206,1.12797847492487,0.247007768864177,-0.404439660967191,-1.28541036702788,-0.880970706060691,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","Gliatilin (TN)",NA,NA,"C[N+](C)(C)CCOP(=O)(O)OCC(CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/p+1","SUHOQUVVVLNYQR"
"150_213.12_0.7",150,213.123484161822,0.70026994,0.111266860181542,0.739443250741109,0.0295998742950311,0.0232282680003264,0.942749656316124,0.00543568632885671,0.953634167052564,0.13109515072145,1.52871013330222,1.63398317185899,0.0256036172464348,2.26474561256815,5.84140181265396,1.12949284750657,2.72917730351594,0.193359896088606,0.467212732670409,2.41628560069308,2.54631462689289,0.175675134919151,1.44846612366813,-2.37063949197374,-1.09784850322476,1.27279098874897,"Amino acids and Peptides","Small peptides","Dipeptides","Prolylproline",NA,NA,"C1CC(NC1)C(=O)N2CCCC2C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)","RWCOTTLHDJWHRS"
"54_292.85_0.5",54,292.845146481188,0.4901592,0.11895821793475,0.421443372051763,0.791301385708403,0.0103771950055725,0.407482136611683,0.111441462636216,0.924605550428449,0.375260771828374,0.101658073745527,1.98392002203938,0.389891425306877,0.952953196560143,1.9800505082117,0.744184627361037,1.22272683068503,0.375841234491111,0.617523050858609,1.64304231198776,0.985537231828701,-0.426267505900514,0.290102127466539,-1.41180473772921,-0.695435104362162,0.716369633367053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158_137.05_0.8",158,137.046024287042,0.7652039,0.120560670777842,0.196205121070088,0.245492162893271,0.00450946660882434,0.924168628234781,0.00745307904869952,0.918794344350484,0.70728966146445,0.60996236776315,2.34587482453972,0.0342487780979556,2.12766427253978,3.56099687632866,0.896382772698512,1.52975758755389,0.251722426002988,0.429586893974209,1.70658967814457,1.83228117018367,-0.157813172479542,0.613303054916564,-1.99009434266321,-1.2189781152671,0.771116227396106,"Alkaloids","Pseudoalkaloids","Purine alkaloids","Sarcine","C1=NC2=C(N1)C(=O)NC=N2",NA,"C1=NC2=C(N1)C(=O)N=CN2","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",NA,"FDGQSTZJBFJUBT-UHFFFAOYSA-N","FDGQSTZJBFJUBT",NA,NA,NA,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","FDGQSTZJBFJUBT"
"60_290.85_0.5",60,290.847148426028,0.49115735,0.129597474969125,0.447576573186419,0.77460083222555,0.0122671765314806,0.450465079311951,0.114803919259615,0.887403460021434,0.349132653158269,0.110922040746825,1.91125538494233,0.346338870500564,0.940043285424374,1.98090703850131,0.752702231486748,1.23444172133278,0.379978573884123,0.623169940507012,1.64001336743016,0.986161177935608,-0.40984884634978,0.303858727668341,-1.39601002428539,-0.682302450267267,0.713707574018121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234_144.1_1.6",234,144.1020800722,1.6040746,0.140261499335812,0.888666002739089,0.146394390396847,0.0478228766699172,0.996924960615783,0.0458266895027649,0.853061522989002,0.051261434105653,0.834475564441359,1.32036430349637,0.00133753017075944,1.33888151483924,2.49817097640508,0.959109634232448,1.84999147998257,0.383924736653784,0.740538376858713,1.92886341034731,1.32087221928795,-0.0602323581391432,0.887518626517152,-1.38110457742709,-0.433353592770797,0.947750984656295,"Alkaloids","Lysine alkaloids","Unsaturated fatty acids","ACMC-20lhzn",NA,NA,"CC1CCCC(N1)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H13NO2/c1-5-3-2-4-6(8-5)7(9)10/h5-6,8H,2-4H2,1H3,(H,9,10)","IHLDCUQUFBWSJU"
"61_206.89_0.5",61,206.885887266303,0.49167556,0.142276888166927,0.359189307603901,0.721814900509821,0.010295645168834,0.531989583962768,0.0735410885976423,0.846865642127748,0.444676599949443,0.141574156991946,1.98734643345729,0.274096870847391,1.13346994574197,2.08908716490157,0.780456552684073,1.2472924390256,0.373587357098546,0.597051410769818,1.59815743071928,1.06287268855043,-0.35760977398706,0.318799757764981,-1.42048246253749,-0.744072930785451,0.676409531752041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235_190.11_1.6",235,190.107504369277,1.6041797,0.148656183184152,0.864963781949961,0.165743907744378,0.0466168969959503,0.99492585514725,0.0476670411303316,0.827817022100412,0.063002077076901,0.780562426009916,1.33145663820254,0.00220928297309601,1.3217818055022,2.62451581635725,0.95008359602256,1.85696793646241,0.362003379861984,0.707546864411672,1.95453110045942,1.39205129181861,-0.0738736359056801,0.892948905038533,-1.46592492772429,-0.499102386780082,0.966822540944213,"Amino acids and Peptides","Small peptides","Dipeptides","N-(3,4,5,6-tetrahydroxyhexan-2-yl)acetamide","C(CCNC(=N)N)C[C@@H](C(=O)O)N","O=C1CCC(C(=O)O)N1","CC(C(C(C(CO)O)O)O)NC(=O)C","InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1",NA,"QUOGESRFPZDMMT-YFKPBYRVSA-N","QUOGESRFPZDMMT","ODHCTXKNWHHXJC","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","ODHCTXKNWHHXJC-UHFFFAOYSA-N","InChI=1S/C8H17NO5/c1-4(9-5(2)11)7(13)8(14)6(12)3-10/h4,6-8,10,12-14H,3H2,1-2H3,(H,9,11)","GNDXKDUZRVMTHI"
"189_162.08_0.9",189,162.07620859509,0.89955974,0.154490419827112,0.277009938524674,0.0591349587951069,0.00836050062044713,0.980128387260748,0.00255118055121117,0.811098446628928,0.557504649098027,1.22815570146674,2.07776771655761,0.00871703223927961,2.59325880457329,6.99507036634792,1.07903532149226,2.06977758675247,0.154256535671652,0.295890888633489,1.91817408153984,2.80633857013779,0.10974209124639,1.04947574756576,-2.6965964788914,-1.75686282257204,0.939733656319365,"Amino acids and Peptides","Small peptides","Dipeptides","N-Acetylthreonine",NA,"CC(=O)OCCC(N)C(=O)O","CC(C(C(=O)O)NC(=O)C)O",NA,NA,NA,NA,"FCXZBWSIAGGPCB","InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)","FCXZBWSIAGGPCB-UHFFFAOYSA-N","InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)","PEDXUVCGOLSNLQ"
"100_130.05_0.6",100,130.05017311371,0.5707168,0.168611216778001,0.573215729466993,0.0900544891116357,0.0231241472381007,0.996948742893178,0.0101399850981101,0.773113537524124,0.241681900746796,1.04549463322958,1.63593427401016,0.00132716992394743,1.99396268324857,2.74559660423302,1.03605781102726,1.73936989293771,0.377352524922968,0.633512545235537,1.6788347854963,1.45711967361909,0.0511045062632397,0.79856476758462,-1.40601516735585,-0.658554906034471,0.74746026132138,"Amino acids and Peptides","Small peptides","Aminoacids","Glutamat",NA,NA,"C(CC(=O)O)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK"
