#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
252	spectra_filtered.mgf	*..*		:1838	10133	-1	0	204.123	1	0.97116	0	0	883781.0	256748.0	Acetylcarnitine - 40.00 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf252	-1	GNPS-LIBRARY.mgf	0.747529				8	0	0.000152588	204.123	0	CCMSLIB00005884991
22	spectra_filtered.mgf	*..*		:2221	2221	-1	0	786.601	1	0.969542	0	0	493476.0	39452.8	PC(18:1/18:1); [M+H]+ C44H85N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf22	-1	PNNL-LIPIDS-POSITIVE.mgf	0.232781				9	0	0.000183105	786.601	0	CCMSLIB00010057483
381	spectra_filtered.mgf	*..*		:515	8810	-1	0	269.088	1	0.966264	0	0	128867.0	123335.0	INOSINE - 60.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf381	-1	GNPS-LIBRARY.mgf	1.24752				6	0	0.000335693	269.088	0	CCMSLIB00005883668
759	spectra_filtered.mgf	*..*		:44	3028	-1	0	360.144	1	0.965771	0	0	3285250.0	290794.0	Spectral Match to D-(+)-Trehalose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf759	-1	GNPS-NIST14-MATCHES.mgf	17.4559				13	0	0.00628662	360.15	0	CCMSLIB00003137515
247	spectra_filtered.mgf	*..*		:62766	62764	-1	0	268.11	1	0.965182	0	0	1203.0	181427.0	(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol [M+H]+	BMDMS-NP	temp/spectra_filtered.mgf247	-1	BMDMS-NP.mgf	20.0332				6	0	0.00537109	268.105	0	CCMSLIB00006417066
254	spectra_filtered.mgf	*..*		:854	38	-1	0	282.181	1	0.965144	0	0	857774.0	37617.5	His-C8:0 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf254	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	2.48743				9	0	0.000701904	282.182	0	CCMSLIB00010010636
36	spectra_filtered.mgf	*..*		:5771	5509	-1	0	732.542	1	0.963523	0	0	664304.0	65622.8	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf36	-1	GNPS-NIST14-MATCHES.mgf	14.9975				10	0	0.0109863	732.553	0	CCMSLIB00003139996
494	spectra_filtered.mgf	*..*		:609	5733	-1	0	205.097	1	0.963125	0	0	17624.0	163406.0	Spectral Match to L-Tryptophan from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf494	-1	GNPS-NIST14-MATCHES.mgf	1.63675				7	0	0.000335693	205.097	0	CCMSLIB00003140220
516	spectra_filtered.mgf	*..*		:2774	2774	-1	0	284.099	1	0.962716	0	0	550929000.0	94466.8	Guanosine - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf516	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	1.18161				6	0	0.000335693	284.099	0	CCMSLIB00006117311
541	spectra_filtered.mgf	*..*		:1085	9380	-1	0	184.073	1	0.961884	0	0	4009110.0	9468.93	PHOSPHOCHOLINE CHLORIDE - 70.00 eV M+	GNPS-LIBRARY	temp/spectra_filtered.mgf541	-1	GNPS-LIBRARY.mgf	3.31581				6	0	0.000610352	184.074	0	CCMSLIB00005884238
118	spectra_filtered.mgf	*..*		:1164	1164	-1	0	245.15	1	0.961576	0	0	125305000.0	49758.9	Candidate Glutamine-C6:0 (delta mass:98.0733) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf118	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	0.0622427				9	0	1.52588e-05	245.15	0	CCMSLIB00012716562
848	spectra_filtered.mgf	*..*		:1012	9307	-1	0	156.077	1	0.959878	0	0	3190490.0	24091.4	L-HISTIDINE - 60.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf848	-1	GNPS-LIBRARY.mgf	0.0977645				6	0	1.52588e-05	156.077	0	CCMSLIB00005884165
183	spectra_filtered.mgf	*..*		:1112	811	-1	0	336.228	1	0.95921	0	0	20522.0	80554.2	His-C12:1 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf183	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	3.35829				8	0	0.00112915	336.229	0	CCMSLIB00010011410
768	spectra_filtered.mgf	*..*		:179	4875	-1	0	360.149	1	0.958636	0	0	1008960.0	82577.1	Spectral Match to Lactulose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf768	-1	GNPS-NIST14-MATCHES.mgf	3.3047				10	0	0.00119019	360.15	0	CCMSLIB00003139362
551	spectra_filtered.mgf	*..*		:1086	9381	-1	0	265.112	1	0.958359	0	0	5526150.0	43457.0	THIAMINE - 20.0 eV M+	GNPS-LIBRARY	temp/spectra_filtered.mgf551	-1	GNPS-LIBRARY.mgf	0.920896				6	0	0.000244141	265.112	0	CCMSLIB00005884239
163	spectra_filtered.mgf	*..*		:1892	10187	-1	0	218.139	1	0.95524	0	0	466742.0	47840.0	Propionylcarnitine - 40.00 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf163	-1	GNPS-LIBRARY.mgf	0.0				7	0	0.0	218.139	0	CCMSLIB00005885045
37	spectra_filtered.mgf	*..*		:2282	5475	-1	0	730.532	1	0.953456	0	0	1336090.0	460180.0	Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf37	-1	GNPS-NIST14-MATCHES.mgf	9.94232				17	0	0.00726318	730.539	0	CCMSLIB00003139962
40	spectra_filtered.mgf	*..*		:19407	19406	-1	0	704.523	1	0.953336	0	0	2204510.0	146469.0	PC(14:0/16:1); [M+H]+ C38H75N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf40	-1	PNNL-LIPIDS-POSITIVE.mgf	1.0396				11	0	0.000732422	704.524	0	CCMSLIB00010090811
762	spectra_filtered.mgf	*..*		:1085	9380	-1	0	184.073	0	0.952004	0	0	4009110.0	7238.95	PHOSPHOCHOLINE CHLORIDE - 70.00 eV M+	GNPS-LIBRARY	temp/spectra_filtered.mgf762	-1	GNPS-LIBRARY.mgf	4.14477				6	0	0.000762939	184.074	0	CCMSLIB00005884238
231	spectra_filtered.mgf	*..*		:2867	5441	-1	0	907.579	1	0.951882	0	0	672888.0	20982.5	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14 2M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf231	-1	GNPS-NIST14-MATCHES.mgf	0.605255				17	0	0.000549316	907.578	0	CCMSLIB00003139928
425	spectra_filtered.mgf	*..*		:515	8810	-1	0	269.088	1	0.950743	0	0	128867.0	68457.3	INOSINE - 60.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf425	-1	GNPS-LIBRARY.mgf	0.680467				6	0	0.000183105	269.088	0	CCMSLIB00005883668
155	spectra_filtered.mgf	*..*		:1298	114	-1	0	366.275	1	0.950257	0	0	167269.0	16712.1	His-C14:0 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf155	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	0.833188				8	0	0.000305176	366.275	0	CCMSLIB00010010712
720	spectra_filtered.mgf	*..*		:590	4598	-1	0	360.149	1	0.949989	0	0	470559.0	36025.1	Spectral Match to D-(+)-Trehalose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf720	-1	GNPS-NIST14-MATCHES.mgf	3.0505				7	0	0.00109863	360.15	0	CCMSLIB00003139085
298	spectra_filtered.mgf	*..*		:6820	25282	-1	0	450.161	1	0.949335	0	0	228.172	1191160.0	(1S,4aS,5S,7aS)-7-(acetyloxymethyl)-5-hydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid [M+NH4]+	MONA	temp/spectra_filtered.mgf298	-1	MONA.mgf	0.677926				12	0	0.000305176	450.161	0	CCMSLIB00004697883
466	spectra_filtered.mgf	*..*		:100	4338	-1	0	204.088	1	0.94718	0	0	3049.0	26783.3	Spectral Match to N-Acetyl-D-glucosamine from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf466	-1	GNPS-NIST14-MATCHES.mgf	4.85977				6	0	0.000991821	204.087	0	CCMSLIB00003138825
451	spectra_filtered.mgf	*..*		:1354	9649	-1	0	146.092	1	0.946774	0	0	6030740.0	24227.5	4-GUANIDINOBUTANOATE - 60.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf451	-1	GNPS-LIBRARY.mgf	6.78902				6	0	0.000991821	146.093	0	CCMSLIB00005884507
785	spectra_filtered.mgf	*..*		:590	4598	-1	0	360.149	1	0.946692	0	0	470559.0	107135.0	Spectral Match to D-(+)-Trehalose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf785	-1	GNPS-NIST14-MATCHES.mgf	2.96576				7	0	0.00106812	360.15	0	CCMSLIB00003139085
236	spectra_filtered.mgf	*..*		:1084	1906	-1	0	313.155	1	0.945692	0	0	15164100.0	12112.5	Spectral Match to Phe-Phe from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf236	-1	GNPS-NIST14-MATCHES.mgf	0.292356				7	0	9.15527e-05	313.155	0	CCMSLIB00003136393
745	spectra_filtered.mgf	*..*		:44	3028	-1	0	360.144	1	0.945303	0	0	3285250.0	52414.1	Spectral Match to D-(+)-Trehalose from NIST14 M+NH4	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf745	-1	GNPS-NIST14-MATCHES.mgf	16.6932				12	0	0.00601196	360.15	0	CCMSLIB00003137515
28	spectra_filtered.mgf	*..*		:2779	587	-1	0	758.569	1	0.944335	0	0	3550920.0	305486.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf28	-1	GNPS-NIST14-MATCHES.mgf	1.77014				9	0	0.00134277	758.57	0	CCMSLIB00003135073
134	spectra_filtered.mgf	*..*		:1466	326	-1	0	420.322	1	0.944208	0	0	1419990.0	12691.5	His-C18:1 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf134	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	1.52471				10	0	0.000640869	420.323	0	CCMSLIB00010010925
196	spectra_filtered.mgf	*..*		:2231	5336	-1	0	468.308	1	0.943858	0	0	5397210.0	36363.9	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf196	-1	GNPS-NIST14-MATCHES.mgf	1.43364				11	0	0.000671387	468.309	0	CCMSLIB00003139823
724	spectra_filtered.mgf	*..*		:1560	1558	-1	0	258.11	1	0.94309	0	0	166.0	53816.5	ReSpect:PM018116 sn-Glycero-3-phosphocholine M+H	RESPECT	temp/spectra_filtered.mgf724	-1	RESPECT.mgf	3.0741				6	0	0.000793457	258.111	0	CCMSLIB00000211817
389	spectra_filtered.mgf	*..*		:186	2911	-1	0	235.115	1	0.94087	0	0	2418390.0	11181.8	Spectral Match to His-Pro from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf389	-1	GNPS-NIST14-MATCHES.mgf	18.6261				8	0	0.00437927	235.119	0	CCMSLIB00003137398
349	spectra_filtered.mgf	*..*		:1190	1190	-1	0	254.15	1	0.938564	0	0	43717.0	27742.8	Candidate Histidine-C6:0 (delta mass:98.0727) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf349	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	1.50096				8	0	0.00038147	254.15	0	CCMSLIB00012716588
616	spectra_filtered.mgf	*..*		:74	3122	-1	0	189.123	1	0.93847	0	0	3993310.0	74650.2	Spectral Match to N.epsilon.-Acetyl-L-lysine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf616	-1	GNPS-NIST14-MATCHES.mgf	4.76023				6	0	0.000900269	189.124	0	CCMSLIB00003137609
173	spectra_filtered.mgf	*..*		:4727	55850	-1	0	265.118	1	0.9374	0	0	202.9	24739.5	PHENYLACETYL-GLUTAMINE M+H	MONA	temp/spectra_filtered.mgf173	-1	MONA.mgf	2.07197				6	0	0.000549316	265.119	0	CCMSLIB00006684880
454	spectra_filtered.mgf	*..*		:2492	10390	-1	0	237.087	1	0.93697	0	0	1378400.0	36527.7	Formylkynurenine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf454	-1	GNPS-LIBRARY.mgf	1.54463				9	0	0.000366211	237.087	0	CCMSLIB00006126861
609	spectra_filtered.mgf	*..*		:1	24	-1	0	384.114	1	0.936375	0	0	1.9043	49069.1	S-N6-succinyladenosine M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf609	-1	WINE-DB-ORBITRAP.mgf	4.05191				11	0	0.0015564	384.116	0	CCMSLIB00013581292
317	spectra_filtered.mgf	*..*		:1014	3468	-1	0	263.142	0	0.932972	0	0	1181620.0	3878.33	Spectral Match to Ile-Met from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf317	-1	GNPS-NIST14-MATCHES.mgf	4.05908				8	0	0.00106812	263.143	0	CCMSLIB00003137955
799	spectra_filtered.mgf	*..*		:143	18605	-1	0	527.158	1	0.925229	0	0	72.039	16907.8	maltotriose [M+Na]+	MONA	temp/spectra_filtered.mgf799	-1	MONA.mgf	1.73672				14	0	0.000915527	527.159	0	CCMSLIB00004691206
157	spectra_filtered.mgf	*..*		:6637	6637	-1	0	522.356	1	0.92355	0	0	1810840.0	287979.0	PC(0:0/18:1); [M+H]+ C26H53N1O7P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf157	-1	PNNL-LIPIDS-POSITIVE.mgf	0.233692				11	0	0.00012207	522.356	0	CCMSLIB00010066649
635	spectra_filtered.mgf	*..*		:690	690	-1	0	198.09	1	0.923456	0	0	560033000.0	110024.0	Candidate Histidine-C2:0 (delta mass:42.0132) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf635	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	11.0152				7	0	0.00218201	198.088	0	CCMSLIB00012716088
182	spectra_filtered.mgf	*..*		:2489	5545	-1	0	496.339	1	0.919889	0	0	1695730.0	111346.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf182	-1	GNPS-NIST14-MATCHES.mgf	0.0614854				10	0	3.05176e-05	496.339	0	CCMSLIB00003140032
695	spectra_filtered.mgf	*..*		:664	8959	-1	0	198.076	0	0.919627	0	0	1360350.0	19668.6	3,4-DIHYDROXY-L-PHENYLALANINE - 50.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf695	-1	GNPS-LIBRARY.mgf	3.00437				6	0	0.000595093	198.077	0	CCMSLIB00005883817
481	spectra_filtered.mgf	*..*		:328	3097	-1	0	204.087	1	0.9183	0	0	1389080.0	11492.8	Spectral Match to N-Acetyl-D-glucosamine from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf481	-1	GNPS-NIST14-MATCHES.mgf	0.149532				7	0	3.05176e-05	204.087	0	CCMSLIB00003137584
55	spectra_filtered.mgf	*..*		:24994	24993	-1	0	676.492	1	0.91802	0	0	232868.0	26131.2	PC(14:0/14:1); [M+H]+ C36H71N1O8P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf55	-1	PNNL-LIPIDS-POSITIVE.mgf	1.44357				6	0	0.000976562	676.491	0	CCMSLIB00010096398
146	spectra_filtered.mgf	*..*		:1352	287	-1	0	392.291	1	0.91659	0	0	1590440.0	24919.9	His-C16:1 M+H	ECG-ACYL-AMIDES-C4-C24-LIBRARY	temp/spectra_filtered.mgf146	-1	ECG-ACYL-AMIDES-C4-C24-LIBRARY.mgf	0.0777932				10	0	3.05176e-05	392.291	0	CCMSLIB00010010886
130	spectra_filtered.mgf	*..*		:1820	1099	-1	0	343.296	1	0.915149	0	0	158192.0	164082.0	CocamidopropylBetaine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf130	-1	GNPS-LIBRARY.mgf	0.0888958				7	0	3.05176e-05	343.296	0	CCMSLIB00000077206
686	spectra_filtered.mgf	*..*		:1	12148	-1	0	166.054	1	0.913923	0	0	4525040.0	97741.5	L-methionine sulfoxide M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf686	-1	GNPS-LIBRARY.mgf	2.75672				6	0	0.000457764	166.054	0	CCMSLIB00010013002
281	spectra_filtered.mgf	*..*		:499	499	-1	0	180.103	1	0.910718	0	0	3108240000.0	134941.0	Candidate Tyramine-C2:0 (delta mass:42.0113) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf281	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	4.65974				6	0	0.000839233	180.102	0	CCMSLIB00012715897
363	spectra_filtered.mgf	*..*		:346	4293	-1	0	229.155	1	0.909743	0	0	1876550.0	37923.5	Spectral Match to Ile-Pro from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf363	-1	GNPS-NIST14-MATCHES.mgf	0.266349				8	0	6.10352e-05	229.155	0	CCMSLIB00003138780
795	spectra_filtered.mgf	*..*		:124	4158	-1	0	259.129	1	0.908383	0	0	442226.0	15631.3	Spectral Match to L-Saccharopine from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf795	-1	GNPS-NIST14-MATCHES.mgf	1.64878				6	0	0.000427246	259.129	0	CCMSLIB00003138645
132	spectra_filtered.mgf	*..*		:2782	12183	-1	0	262.165	0	0.90786	0	0	16406900.0	21552.8	(3-hydroxyoctanoyl)homoserine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf132	-1	GNPS-LIBRARY.mgf	4.65624				8	0	0.0012207	262.166	0	CCMSLIB00010013040
467	spectra_filtered.mgf	*..*		:567	14856	-1	0	186.076	1	0.907494	0	0	1199070.0	5821.0	N_ACETYLGLUCOSAMINE M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf467	-1	GNPS-LIBRARY.mgf	2.54209				7	0	0.000473022	186.076	0	CCMSLIB00013583114
296	spectra_filtered.mgf	*..*		:6814	25276	-1	0	455.116	1	0.906183	0	0	202.16	16372.9	(1S,4aS,5S,7aS)-7-(acetyloxymethyl)-5-hydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid [M+Na]+	MONA	temp/spectra_filtered.mgf296	-1	MONA.mgf	0.536436				15	0	0.000244141	455.116	0	CCMSLIB00004697877
224	spectra_filtered.mgf	*..*		:3235	54358	-1	0	181.061	1	0.905244	0	0	143.2	27285.3	NICOTINURIC ACID M+H	MONA	temp/spectra_filtered.mgf224	-1	MONA.mgf	0.674194				6	0	0.00012207	181.061	0	CCMSLIB00006683388
763	spectra_filtered.mgf	*..*		:26	569	-1	0	290.135	1	0.904799	0	0	8559870.0	25929.9	OPHTHALMATE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf763	-1	GNPS-MSMLS.mgf	0.946657				12	0	0.000274658	290.135	0	CCMSLIB00005464320
755	spectra_filtered.mgf	*..*		:1922	10217	-1	0	148.06	1	0.904577	0	0	1564740.0	85010.3	Glutamate - 40.00 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf755	-1	GNPS-LIBRARY.mgf	5.25597				6	0	0.000778198	148.061	0	CCMSLIB00005885075
164	spectra_filtered.mgf	*..*		:21638	33637	-1	0	520.341	1	0.904011	0	0	10417.0	58742.7	Massbank:PR310844 LPC 18:2 M+H	MASSBANK	temp/spectra_filtered.mgf164	-1	MASSBANK.mgf	1.17298				14	0	0.000610352	520.34	0	CCMSLIB00005747189
781	spectra_filtered.mgf	*..*		:1388	9683	-1	0	308.091	1	0.902884	0	0	2083540.0	13589.2	GLUTATHIONE - 40.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf781	-1	GNPS-LIBRARY.mgf	1.48581				14	0	0.000457764	308.091	0	CCMSLIB00005884541
408	spectra_filtered.mgf	*..*		:15325	15771	-1	0	231.113	1	0.900189	0	0	5564440.0	43421.0	5470-37-1 CollisionEnergy:205060 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf408	-1	BERKELEY-LAB.mgf	0.264092				8	0	6.10352e-05	231.113	0	CCMSLIB00010117759
655	spectra_filtered.mgf	*..*		:5529	5529	-1	0	217.13	1	0.897003	0	0	253809000.0	260391.0	ACETYL ARGININE - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf655	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	0.562199				8	0	0.00012207	217.13	0	CCMSLIB00006121989
177	spectra_filtered.mgf	*..*		:9707	9706	-1	0	494.325	1	0.896644	0	0	124442.0	207465.0	PC(16:1/0:0); [M+H]+ C24H49N1O7P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf177	-1	PNNL-LIPIDS-POSITIVE.mgf	0.308679				7	0	0.000152588	494.325	0	CCMSLIB00010073010
26	spectra_filtered.mgf	*..*		:4659	4659	-1	0	761.654	1	0.896385	0	0	7223710.0	73339.6	SM(d18:0/20:0); [M+H]+ C43H90N2O6P1 M+H	PNNL-LIPIDS-POSITIVE	temp/spectra_filtered.mgf26	-1	PNNL-LIPIDS-POSITIVE.mgf	86.5458				6	0	0.065918	761.588	0	CCMSLIB00010061954
398	spectra_filtered.mgf	*..*		:876	50116	-1	0	259.104	1	0.895713	0	0	219.7	107044.0	5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-RIBOFURANOSIDE M+H	MONA	temp/spectra_filtered.mgf398	-1	MONA.mgf	0.588906				10	0	0.000152588	259.104	0	CCMSLIB00006679146
27	spectra_filtered.mgf	*..*		:2122	1648	-1	0	760.586	1	0.892654	0	0	226140.0	14245.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf27	-1	GNPS-NIST14-MATCHES.mgf	3.2099				6	0	0.00244141	760.584	0	CCMSLIB00003136135
808	spectra_filtered.mgf	*..*		:5042	56165	-1	0	522.203	1	0.892365	0	0	308.1	97687.1	RAFFINOSE M+NH4	MONA	temp/spectra_filtered.mgf808	-1	MONA.mgf	0.23376				9	0	0.00012207	522.203	0	CCMSLIB00006685195
95	spectra_filtered.mgf	*..*		:40117	52116	-1	0	220.118	1	0.890789	0	0	1445390.0	247787.0	Massbank:LU087003 Pantothenate|Pantothenic acid|3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid M+H	MASSBANK	temp/spectra_filtered.mgf95	-1	MASSBANK.mgf	1.03981				9	0	0.000228882	220.118	0	CCMSLIB00005765668
