"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","sDelta_vs_WT_p_value","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","sDelta_vs_WT_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","sDelta","sDelta.pval","WT","WT.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
15,"15_215.09_0.4","NA_[15_215.09_0.4]",215.087741240358,0.43442538,0.00308664888457498,2.51051276998801,1.58690996851338,0.666220280873964,"[(2-Fluorophenyl)carbonylamino]methyl-Trihydroxy-Boron",NA,NA,0.717745674107263,-388.38307235967,171.698464140757,1,"InChI=1S/C8H10BFNO4/c10-7-4-2-1-3-6(7)8(12)11-5-9(13,14)15/h1-4,13-15H,5H2,(H,11,12)/q-1","GSERMWXQEOLTTB","C8H11BFNO4","[M + H]+","[B-](CNC(=O)C1=CC=CC=C1F)(O)(O)O","Amino acids and Peptides","Aminoacids","Small peptides","214.07422756","InChI=1S/C12H10N2O2/c1-16-9-6-7-2-4-13-8-3-5-14-11(10(7)8)12(9)15/h2-6,14-15H,1H3","XUBVCJMVRGITPS-UHFFFAOYSA-N","XUBVCJMVRGITPS","COc1cc2ccnc3c2c(c1O)NC=C3","C12H10N2O2","nan","http://www.wikidata.org/entity/Q105342087","Alkaloids","Tryptophan alkaloids","Alkaloids","Tryptophan alkaloids","Miscellaneous meroterpenoids","Aaptos aaptos","['Eukaryota']","['Metazoa']","['Porifera']","['Demospongiae']","['Suberitida']","['Suberitidae']","['Unknown']","['Aaptos']","['Aaptos aaptos']","nan","662725.0","http://www.wikidata.org/entity/Q2382180",1,0,0.786427145708583,0,0.774451097804391,0,0.732534930139721,0.0115,0.540918163672655
24,"24_147.12_0.4","NA_[24_147.12_0.4]",147.122484057343,0.44207144,0.00527061638419917,2.27813859226319,1.62173150428275,0.697534985089291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57532347087875,0.00199600798403194,1.63736530665978,0.00199600798403194,1.72005229038445,0.00199600798403194,0.018,0.0439121756487026
25,"25_133.1_0.4","NA_[25_133.1_0.4]",133.09729590435,0.4462771,0.0133653107010812,1.8740209408209,1.5488097761817,0.631159964132905,"Ornitina",NA,NA,0.72386218380655,-6.37737180259869,57.460034362449,1,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)","AHLPHDHHMVZTML","C5H12N2O2","[M + H]+","C(CC(C(=O)O)N)CN","Amino acids and Peptides","Aminoacids","Small peptides","115.063328528|132.089877624","InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)|InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)","ONIBWKKTOPOVIA-UHFFFAOYSA-N|AHLPHDHHMVZTML-UHFFFAOYSA-N","ONIBWKKTOPOVIA|AHLPHDHHMVZTML","O=C(O)C1CCCN1|NCCCC(N)C(=O)O","C5H9NO2|C5H12N2O2","Pyrrolidin-1-ium-2-carboxylate|5-Amino-2-azaniumylpentanoate","http://www.wikidata.org/entity/Q484583|http://www.wikidata.org/entity/Q27102952","Amino acids and Peptides|Amino acids and Peptides","Small peptides|Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Saccharomyces cerevisiae|Saccharomyces cerevisiae","['Eukaryota']|['Eukaryota']","['Fungi']|['Fungi']","['Ascomycota']|['Ascomycota']","['Unknown']|['Unknown']","['Saccharomycetales']|['Saccharomycetales']","['Saccharomycetaceae']|['Saccharomycetaceae']","['Unknown']|['Unknown']","['Saccharomyces']|['Saccharomyces']","['Saccharomyces cerevisiae']|['Saccharomyces cerevisiae']","nan|nan","356221.0|356221.0","http://www.wikidata.org/entity/Q719725|http://www.wikidata.org/entity/Q719725",NA,0,0.796407185628742,0,0.800399201596806,0,0.760479041916168,0.0195,0.259481037924152
26,"26_130.09_0.4","NA_[26_130.09_0.4]",130.08646019119,0.44680312,0.00908957304390037,2.04145651601158,1.588493956436,0.667659601202552,"l-homopro",NA,NA,0.541762822421535,-12.8932767371378,23.4011619534468,1,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","HXEACLLIILLPRG","C6H11NO2","[M + H]+","C1CCNC(C1)C(=O)O","Amino acids and Peptides","Aminoacids","Small peptides","129.078978592","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","HXEACLLIILLPRG-UHFFFAOYSA-N","HXEACLLIILLPRG","O=C(O)C1CCCCN1","C6H11NO2","Piperidine-2-carboxylate","http://www.wikidata.org/entity/Q7197255","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Saccharomyces cerevisiae","['Eukaryota']","['Fungi']","['Ascomycota']","['Unknown']","['Saccharomycetales']","['Saccharomycetaceae']","['Unknown']","['Saccharomyces']","['Saccharomyces cerevisiae']","nan","356221.0","http://www.wikidata.org/entity/Q719725",6,1.00100150250438,0.19560878243513,1.00100150250438,0.17564870259481,1.00100150250438,0.197604790419162,0.014,0.42315369261477
30,"30_129.1_0.4","NA_[30_129.1_0.4]",129.102504430536,0.4473155,0.00747607159334928,2.12632654832482,1.59137018436681,0.670269474278981,"lysinium",NA,NA,0.475479434855419,-2.86566472387022,27.1078068037492,1,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK","C6H14N2O2","[M - H2O + H]+","C(CCN)CC(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.800399201596806,0,0.780439121756487,0,0.754491017964072,0,1
31,"31_147.11_0.4","NA_[31_147.11_0.4]",147.112904147316,0.448894,0.0103924532088084,1.98328192219361,1.57444427410701,0.65484269561736,"lysinium",NA,NA,0.900126992152541,-0.789250011972739,28.6997592071315,1,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK","C6H14N2O2","[M + H]+","C(CCN)CC(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides","129.078978592|146.105527688","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)|InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","HXEACLLIILLPRG-UHFFFAOYSA-N|KDXKERNSBIXSRK-UHFFFAOYSA-N","HXEACLLIILLPRG|KDXKERNSBIXSRK","O=C(O)C1CCCCN1|NCCCCC(N)C(=O)O","C6H11NO2|C6H14N2O2","Piperidine-2-carboxylate|2-Amino-6-azaniumylhexanoate","http://www.wikidata.org/entity/Q7197255|http://www.wikidata.org/entity/Q178430","Amino acids and Peptides|Amino acids and Peptides","Small peptides|Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Saccharomyces cerevisiae|Saccharomyces cerevisiae","['Eukaryota']|['Eukaryota']","['Fungi']|['Fungi']","['Ascomycota']|['Ascomycota']","['Unknown']|['Unknown']","['Saccharomycetales']|['Saccharomycetales']","['Saccharomycetaceae']|['Saccharomycetaceae']","['Unknown']|['Unknown']","['Saccharomyces']|['Saccharomyces']","['Saccharomyces cerevisiae']|['Saccharomyces cerevisiae']","nan|nan","356221.0|356221.0","http://www.wikidata.org/entity/Q719725|http://www.wikidata.org/entity/Q719725",NA,1.41705050316284,0.0339321357285429,1.34406227991274,0.0399201596806387,1.38942503594182,0.0439121756487026,0.0155,0.489021956087824
33,"33_148.11_0.5","NA_[33_148.11_0.5]",148.109906396487,0.45132676,0.00755458613033417,2.12178932301727,1.58989071243019,0.668927599438019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.694610778443114,0,0.688622754491018,0,0.632734530938124,0,1
35,"35_169.09_0.5","NA_[35_169.09_0.5]",169.094809843315,0.45533895,0.0012327845727681,2.90911280907517,1.68126017444939,0.749542998425108,"lysinium",NA,NA,0.725637643653877,-5.39234501213087,13.9072291732412,1,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK","C6H14N2O2","[M + Na]+","C(CCN)CC(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.155688622754491,1.00100150250438,0.159680638722555,1.00100150250438,0.183632734530938,0.03,0.0479041916167665
36,"36_148.12_0.5","NA_[36_148.12_0.5]",148.116013017668,0.45616096,3.00257310880711e-06,5.52250640928227,0.534677006029874,-0.903260460417477,"N-Diaethylhomocysteamin",NA,NA,0.0819600602476575,-86.3380350432636,4.25292166624282,1,"InChI=1S/C7H17NS/c1-3-8(4-2)6-5-7-9/h9H,3-7H2,1-2H3","XQFQYOHHVAEHPL","C7H17NS","[M + H]+","CCN(CC)CCCS","Fatty acids","Polyamines","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.217564870259481,1.00100150250438,0.19560878243513,1.00100150250438,0.229540918163673,0.0235,0.29940119760479
39,"39_156.04_0.5","NA_[39_156.04_0.5]",156.042163436836,0.46650687,0.000321551184433462,3.49274988635498,0.589137169199846,-0.763324518073095,"N-Methyl-GABA",NA,NA,0.345159251867575,-68.4377489103625,10.3475302535378,1,"InChI=1S/C5H11NO2/c1-6-4-2-3-5(7)8/h6H,2-4H2,1H3,(H,7,8)","AOKCDAVWJLOAHG","C5H11NO2","[M + K]+","CNCCCC(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.800399201596806,0,0.806387225548902,0,0.748502994011976,0.014,0.349301397205589
40,"40_197.1_0.5","NA_[40_197.1_0.5]",197.100974106442,0.47442687,0.00151421181117677,2.81981337054849,1.6731000779521,0.742523744029551,"arginine",NA,NA,0.693734892735122,-2.57773507908146,48.9320535870701,1,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN","C6H14N4O2","[M + Na]+","C(CC(C(=O)O)N)CN=C(N)N","Amino acids and Peptides","Aminoacids","Small peptides","196.084792244","InChI=1S/C9H12N2O3/c1-11-7-6(14-2)4-3-5(8(7)12)9(10)13/h3-4,11-12H,1-2H3,(H2,10,13)","FRESVRQONWYDRN-UHFFFAOYSA-N","FRESVRQONWYDRN","CNc1c(OC)ccc(C(N)=O)c1O","C9H12N2O3","2-Hydroxy-4-methoxy-3-(methylamino)benzamide","http://www.wikidata.org/entity/Q105000140","Alkaloids","Peptide alkaloids","Alkaloids","Peptide alkaloids","Simple amide alkaloids","Streptomyces","['Bacteria']","['Unknown']","['Actinobacteria']","['Unknown']","['Streptomycetales']","['Streptomycetaceae']","['Unknown']","['Streptomyces']","['Unknown']","nan","772892.0","http://www.wikidata.org/entity/Q1144013",0,1.26693979201741,0.0419161676646707,1.34406227991274,0.0439121756487026,1.40275209380409,0.0359281437125748,0.029,0.0439121756487026
42,"42_185.07_0.5","NA_[42_185.07_0.5]",185.068704313257,0.4799024,0.0131289726789432,1.88176925542776,1.54593958253032,0.628483937835134,"L-Ornithine, N2-methyl-",NA,NA,0.333300901773217,-51.7400484737202,13.2109449720277,1,"InChI=1S/C6H14N2O2/c1-8-5(6(9)10)3-2-4-7/h5,8H,2-4,7H2,1H3,(H,9,10)","OZRWQPFBXDVLAH","C6H14N2O2","[M + K]+","CNC(CCCN)C(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.177644710578842,1.00100150250438,0.157684630738523,1.00100150250438,0.187624750499002,0.0155,0.465069860279441
43,"43_207.05_0.5","NA_[43_207.05_0.5]",207.050650057253,0.48142168,0.0032898756571562,2.48282051616292,1.62954427751078,0.704468553105853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63736530665978,0.00998003992015968,1.67131567616219,0.00598802395209581,1.73727046020804,0.00399201596806387,0.022,0.249500998003992
44,"44_359_0.5","NA_[44_359_0.5]",358.999235760419,0.4821121,0.00107836233121601,2.9672352910895,1.58345813040841,0.663078720317948,"Sufosfamide",NA,NA,NA,-220.280341334249,14.3523672364595,0.988944723618091,"InChI=1S/C8H18ClN2O5PS/c1-18(13,14)16-8-4-10-17(12)11(6-3-9)5-2-7-15-17/h2-8H2,1H3,(H,10,12)","ZSZKJARKHWCBJK","C8H18ClN2O5PS","[M + K]+","CS(=O)(=O)OCCNP1(=O)N(CCCO1)CCCl","Alkaloids","Wax monoesters","Ornithine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.191616766467066,1.00100150250438,0.219560878243513,1.00100150250438,0.231536926147705,0.015,0.461077844311377
45,"45_475.07_0.5","NA_[45_475.07_0.5]",475.073371415522,0.48239952,0.00404038521520671,2.39357722675493,1.56632586802541,0.647384390966549,"null",NA,NA,0.211557894623777,-311.42033699529,7.54282689604791,0.0261306532663317,"InChI=1S/C13H26O13P2/c1-4-5-13(16)26-12(8-22-10(2)14)9-25-28(19,20)24-7-11(15)6-23-27(17,18)21-3/h11-12,15H,4-9H2,1-3H3,(H,17,18)(H,19,20)","SXVMEGRESKCXKX","C13H26O13P2","[M + Na]+","CCCC(=O)OC(COC(=O)C)COP(=O)(O)OCC(COP(=O)(O)OC)O","Carbohydrates","Acyclic monoterpenoids","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.163672654690619,1.00100150250438,0.161676646706587,1.00100150250438,0.19560878243513,0.016,0.205588822355289
46,"46_407.09_0.5","NA_[46_407.09_0.5]",407.086046553712,0.48481646,0.0116596569489842,1.93331422722322,1.58322768838257,0.662868748386722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.177644710578842,1.00100150250438,0.199600798403194,1.00100150250438,0.211576846307385,0.015,0.512974051896208
47,"47_374.97_0.5","NA_[47_374.97_0.5]",374.973270752978,0.48720485,0.000644772914935086,3.1905932142881,1.69024048646224,0.757228526947384,"2-(4-methoxyphenyl)-2-sulfanylidene-6-(trifluoromethyl)-1H-[1,2,4]triazolo[4,3-d][1,3,4,2]thiadiazaphosphole",NA,NA,NA,-360.782953094953,3.36046866684377,0.028643216080402,"InChI=1S/C10H8F3N4OPS2/c1-18-6-2-4-7(5-3-6)19(20)16-17-8(10(11,12)13)14-15-9(17)21-19/h2-5H,1H3,(H,16,20)","CJRRMYSWLAXWRU","C10H8F3N4OPS2","[M + Na]+","COC1=CC=C(C=C1)P2(=S)NN3C(=NN=C3S2)C(F)(F)F","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.211576846307385,1.00100150250438,0.201596806387226,1.00100150250438,0.233532934131737,0.0135,0.459081836327345
