confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
67	1	1	2	2	0.7194206147881768	-6.038082807188522	0.9999999999999999	34.886313262575655	C18H39NO2	[M - H2O + H]+	OTKJDMGTUTTYMP	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3	saginfol	CCCCCCCCCCCCCCCC(C(CO)N)O	5.80000019	3126;91486;644242;401256;447883;3058739;5746414;6603822;13528090;46878428;90658247;89054496;102515217;129856539;129887204;131846123;138986936;138986938	HMDB:(269);SuperNatural:(SN00339357 SN00314363 SN00361267 SN00237998);ZINC bio:(ZINC08036012 ZINC08214671);additional;MeSH:(3126 91486 3058739 5746414 6603822);Plantcyc:(CPD-13612 CPD-13613);PubMed;NORMAN:(NS00014822);COCONUT:(CNP0083322 CNP0239767);KNApSAcK:(7540);Natural Products:(UNPD176931 UNPD9061 UNPD119339 UNPD11588);PubChem:(3126 91486 644242 401256 447883 3058739 5746414 6603822 13528090 46878428 90658247 89054496 102515217 129856539 129887204 131846123 138986936 138986938);CHEBI:(16566 57817 46968);PubChem class - bio and metabolites;KEGG:(C00836);PubChem class - safety and toxic;YMDB:(327);Training Set;PubChem class - drug;Biocyc:(CPD-13612 CPD-13613 CPD-18488)	121629054	284.29478	360.1	362_mapp_batch_00114_sirius_367	367
68	1	1	1	2	0.7177456741072625	-388.3830723596699	0.9999999999999999	171.69846414075715	C8H11BFNO4	[M + H]+	GSERMWXQEOLTTB	InChI=1S/C8H10BFNO4/c10-7-4-2-1-3-6(7)8(12)11-5-9(13,14)15/h1-4,13-15H,5H2,(H,11,12)/q-1	[(2-Fluorophenyl)carbonylamino]methyl-Trihydroxy-Boron	[B-](CNC(=O)C1=CC=CC=C1F)(O)(O)O	1.20677447	53301827	PubChem:(53301827);PubChem class - bio and metabolites	16777218	215.0878	26.05	15_mapp_batch_00114_sirius_15	15
69	1	1	1	2	0.7161590243997862	-8.315213469588901	0.9999999999999999	47.67586686326682	C16H35NO2	[M + H]+	NKFNBVMJTSYZDV	InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3	Lauryldiethanolamine	CCCCCCCCCCCCN(CCO)CCO	4.5	352309;21224599	NORMAN:(NS00047598);PubChem class - safety and toxic;Training Set;PubChem:(352309 21224599);PubMed	67387458	274.27404	286.72	319_mapp_batch_00114_sirius_324	324
70	1	1	2	2	0.7080360391447572	-8.966232568871844	0.9999999999999999	22.78331505801136	C10H10O4	[M - H2O + H]+	YWWHKOHZGJFMIE	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	Monoethyl phthalate	CCOC(=O)C1=CC=CC=C1C(=O)O	1.63486385	75318;21894230;71750793;138396076	HMDB:(2120);ZINC bio:(ZINC00409879);additional;MeSH:(75318);PubMed;NORMAN:(NS00010914);COCONUT:(CNP0017360);PubChem:(75318 21894230 71750793 138396076);CHEBI:(70973);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676728942	177.05469	358.6	360_mapp_batch_00114_sirius_365	365
71	1	1	2	2	0.7034697941826076	-22.13722072184868	0.9999999999999999	13.471998469130337	C12H16N4OS	[M + H]+	JZRWCGZRTZMZEH	InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1	Begiolan	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO	1.0	1130;25240431;57369423;71752512;71310994;91573729;100955032	HMDB:(235);PubChem class - food;SuperNatural:(SN00000395);ZINC bio:(ZINC00049153);additional;MeSH:(1130);Plantcyc:(THIAMINE);PubMed;NORMAN:(NS00002759);COCONUT:(CNP0092509 CNP0289243 CNP0341288);Natural Products:(UNPD90662);PubChem:(1130 25240431 57369423 71752512 71310994 91573729 100955032);CHEBI:(18385 49107);PubChem class - bio and metabolites;KEGG:(C00378);PubChem class - safety and toxic;YMDB:(220);Training Set;PubChem class - drug;Biocyc:(THIAMINE)	255846766	265.11202	41.07	145_mapp_batch_00114_sirius_145	145
72	1	1	2	2	0.6997773578180423	-1.2468588308866964	0.9999999999999999	19.45013140040382	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.1039	47.29	179_mapp_batch_00114_sirius_179	179
73	1	1	1	2	0.69923647845464	-0.3337928442807139	0.9999999999999999	61.2804341711728	C18H39NO2	[M + H]+	OTKJDMGTUTTYMP	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3	saginfol	CCCCCCCCCCCCCCCC(C(CO)N)O	5.80000019	3126;91486;644242;401256;447883;3058739;5746414;6603822;13528090;46878428;90658247;89054496;102515217;129856539;129887204;131846123;138986936;138986938	HMDB:(269);SuperNatural:(SN00339357 SN00314363 SN00361267 SN00237998);ZINC bio:(ZINC08036012 ZINC08214671);additional;MeSH:(3126 91486 3058739 5746414 6603822);Plantcyc:(CPD-13612 CPD-13613);PubMed;NORMAN:(NS00014822);COCONUT:(CNP0083322 CNP0239767);KNApSAcK:(7540);Natural Products:(UNPD176931 UNPD9061 UNPD119339 UNPD11588);PubChem:(3126 91486 644242 401256 447883 3058739 5746414 6603822 13528090 46878428 90658247 89054496 102515217 129856539 129887204 131846123 138986936 138986938);CHEBI:(16566 57817 46968);PubChem class - bio and metabolites;KEGG:(C00836);PubChem class - safety and toxic;YMDB:(327);Training Set;PubChem class - drug;Biocyc:(CPD-13612 CPD-13613 CPD-18488)	121629054	302.30547	340.71	349_mapp_batch_00114_sirius_354	354
74	1	1	2	2	0.6991330869652254	-22.669062572949322	0.9999999999999999	59.95497171468351	C7H14N2O3	[M + H]+	JRLGPAXAGHMNOL	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	bmse000195	CC(=O)NC(CCCN)C(=O)O	-1.16614735	907;439232;6992102;40152689;40152690;131708631	HMDB:(3357);ZINC bio:(ZINC01532657 ZINC02165184);additional;MeSH:(439232);Plantcyc:(N-ALPHA-ACETYLORNITHINE);PubMed;NORMAN:(NS00014889);COCONUT:(CNP0254426);PubChem:(907 439232 6992102 40152689 40152690 131708631);CHEBI:(57805 16543);PubChem class - bio and metabolites;KEGG:(C00437);YMDB:(28);Training Set;Biocyc:(SMA-0000510 N-ALPHA-ACETYLORNITHINE SMA-0000479)	19884398	175.10791	46.02	161_mapp_batch_00114_sirius_161	161
75	1	1	1	1	0.6937348927351219	-2.577735079081462	0.9999999999999999	48.932053587070115	C6H14N4O2	[M + Na]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570	HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)	255847294	197.10065	30.21	40_mapp_batch_00114_sirius_40	40
76	1	1	2	2	0.6826303705522608	-83.7703854002708	0.9999999999999999	61.883002691180465	C13H25NO3	[M + H]+	HEUQYIQQCNOXOG	InChI=1S/C13H25NO3/c1-2-3-4-5-6-7-8-9-10-12(15)14-11-13(16)17/h2-11H2,1H3,(H,14,15)(H,16,17)	acylglycine C:11	CCCCCCCCCCC(=O)NCC(=O)O	3.79999995	454092	COCONUT:(CNP0135234);HMDB:(13286);PubChem:(454092);PubMed;CHEBI:(74438)	2097258	244.19078	297.38	329_mapp_batch_00114_sirius_334	334
77	1	1	2	2	0.6819120363592511	-139.37965066331986	0.9994974874371858	69.56468762752532	C39H58O4	[M + H]+	GXNFPEOUKFOTKY	InChI=1S/C39H58O4/c1-28(2)16-11-17-29(3)18-12-19-30(4)20-13-21-31(5)22-14-23-32(6)24-15-25-33(7)26-27-35-34(8)36(40)38(42-9)39(43-10)37(35)41/h16,18,20,22,24,26H,11-15,17,19,21,23,25,27H2,1-10H3	coenzyme-Q6	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	12.0	98470;5283544	HMDB:(36062);SuperNatural:(SN00342503);MeSH:(5283544);Plantcyc:(UBIQUINONE-6);PubMed;COCONUT:(CNP0232020);Natural Products:(UNPD107368);PubChem:(98470 5283544);CHEBI:(52971);PubChem class - bio and metabolites;KEGG:(C17568);YMDB:(660 1493);Biocyc:(UBIQUINONE-6)	20154734	591.44101	688.35	517_mapp_batch_00114_sirius_522	522
78	1	1	2	2	0.6782410535462615	-11.69082559543477	0.9999999999999999	76.1539229146103	C5H11NO3S	[M - H2O + H]+	QEFRNWWLZKMPFJ	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	bmse000397	CS(=O)CCC(C(=O)O)N	-1.72663426	847;1548907;1550714;148508;158980;9577091;10909908;10062736;10062737;11829787;11862103;11862152;11869257;11869258;25203558;25244659;57148329;101132628	HMDB:(2005);SuperNatural:(SN00002064 SN00005697 SN00050622 SN00064395);ZINC bio:(ZINC01529567 ZINC01666580 ZINC03861729 ZINC03861731);additional;MeSH:(847 158980 10062737);Plantcyc:(CPD-8989 CPD-8990);PubMed;NORMAN:(NS00015440);COCONUT:(CNP0198951);KNApSAcK:(51545);Natural Products:(UNPD15039);PubChem:(847 1548907 1550714 148508 158980 9577091 10909908 10062736 10062737 11829787 11862103 11862152 11869257 11869258 25203558 25244659 57148329 101132628);CHEBI:(58773 49034 49032 58772 49035 49033 17016 49036 49031);PubChem class - bio and metabolites;KEGG:(C15998 C02989 C15999);PubChem class - safety and toxic;YMDB:(35);Training Set;Biocyc:(CPD-8990 CPD-8989 L-METHIONINE_SULFOXIDE)	88074622	148.04308	45.79	160_mapp_batch_00114_sirius_160	160
79	1	1	2	2	0.6767292740481202	-1.3310783463083866	0.9999999999999999	41.18079935617627	C10H13N5O4	[M + H]+	OIRDTQYFTABQOQ	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	Adenocor	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	-1.8441714	191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871	HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE)	121629566	268.10395	55.49	191_mapp_batch_00114_sirius_191	191
80	1	1	2	2	0.6745027769579718	-8.48472737031886	0.9999999999999999	59.56546494834682	C11H20N2O5	[M + H]+	MYFMARDICOWMQP	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)	gamma-Glu-leu	CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N	-2.4000001	151023;4524287;7009565;88491002;89124213;89124215;92223192;92223193;139584172	HMDB:(11171);SuperNatural:(SN00298523 SN00360047);ZINC bio:(ZINC02384788 ZINC04545920 ZINC04545921 ZINC04545922);additional;MeSH:(151023);PubMed;COCONUT:(CNP0259843);Natural Products:(UNPD189228 UNPD80161);PubChem:(151023 4524287 7009565 88491002 89124213 89124215 92223192 92223193 139584172);CHEBI:(133038 68433);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20391)	20506734	261.14482	132.25	263_mapp_batch_00114_sirius_263	263
81	1	1	1	1	0.6725761274647364	-15.975560547557597	0.9969849246231155	28.551631481444804	C10H17N3O6S	[M + Na]+	RWSXRVCMGQZWBV	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)	Glutinal	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	-4.5	745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098	HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)	255846782	330.07379	44.87	156_mapp_batch_00114_sirius_156	156
82	1	1	2	2	0.665138367207869	-76.25305132453609	0.9999999999999999	17.833338271019155	C6H15N3O	[M - H2O + H]+	HKXLAGBDJVHRQG	InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)	L-Lysinamide	C(CCN)CC(C(=O)N)N	-1.58159423	439605;4477685;4477686;7006685;7006686;6991973;17754068	SuperNatural:(SN00213073);ZINC bio:(ZINC01529321);additional;PubMed;COCONUT:(CNP0020924 CNP0386229);PubChem:(439605 4477685 4477686 7006685 7006686 6991973 17754068);YMDB Mine;CHEBI:(6263);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01930);Training Set	51560079714	128.11841	620.06	493_mapp_batch_00114_sirius_498	498
83	1	1	1	2	0.6621736434789564	-16.521583235239806	0.9999999999999999	56.830603909019175	C10H22O3	[M + H]+	GZMAAYIALGURDQ	InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3	Hexyldiglycol	CCCCCCOCCOCCO	1.81774366	8199	NORMAN:(NS00008688);PubChem:(8199);ZINC bio:(ZINC01596061);PubChem class - bio and metabolites;HSDB:(112-59-4);MeSH:(8199);PubChem class - safety and toxic;PubMed	84156998	191.1642	309.91	333_mapp_batch_00114_sirius_338	338
84	1	1	2	2	0.6606976418827732	-5.006639791825454	0.9999999999999999	20.51445225298245	C10H13N5O5	[M + H]+	NYHBQMYGNKIUIF	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)	Guanosin	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N	-2.17188406	765;102404256;135508725;135514572;135529707;135536697;135538738;135546397;135582771;135596570;135618539;135699331;135726185;136019960;136029099;136029343;136032217;135768161;135768162;135768196;135796591;136073062;136073540;135823787;136594098;136596777;136612256;136614128;136623055;136168113;135934930;136670894;136200123;137103576;136219952;136698781;136232965;135976484;137143419;136259572;136263240;137221166;136806182;136806183;136806184;136806185;135398635;136823426;135402034;135405185;136835877;135426840;135427248;135433833;135440077;135461724;135463678;136898426;136900427;136912867;135484501;135490841;136451762;135499520;135499776;136461600;136474462;136490162;137506101;136996824;137403028	HMDB:(133);ZINC bio:(ZINC01550030 ZINC01698205 ZINC03869967 ZINC03869968 ZINC03869969 ZINC03869970 ZINC06585367);additional;MeSH:(135398635 135499520);Plantcyc:(CPD-15142 GUANOSINE);PubMed;NORMAN:(NS00009027);COCONUT:(CNP0244479);KNApSAcK:(19679);Natural Products:(UNPD65620 UNPD105334 UNPD68611);PubChem:(765 102404256 135508725 135514572 135529707 135536697 135538738 135546397 135582771 135596570 135618539 135699331 135726185 136019960 136029099 136029343 136032217 135768161 135768162 135768196 135796591 136073062 136073540 135823787 136594098 136596777 136612256 136614128 136623055 136168113 135934930 136670894 136200123 137103576 136219952 136698781 136232965 135976484 137143419 136259572 136263240 137221166 136806182 136806183 136806184 136806185 135398635 136823426 135402034 135405185 136835877 135426840 135427248 135433833 135440077 135461724 135463678 136898426 136900427 136912867 135484501 135490841 136451762 135499520 135499776 136461600 136474462 136490162 137506101 136996824 137403028);CHEBI:(73141 16750);PubChem class - bio and metabolites;KEGG:(C00387);PubChem class - safety and toxic;YMDB:(509);Training Set;PubChem class - drug;Biocyc:(CPD-15142 GUANOSINE)	120580478	284.09908	47.35	178_mapp_batch_00114_sirius_178	178
85	1	1	2	2	0.6555870998649562	-85.77981081068218	0.9999999999999999	97.45531655813755	C6H10N2O3	[M + H]+	ABDKJICLXDSVKH	InChI=1S/C6H10N2O3/c9-2-5(10)6(11)4-1-7-3-8-4/h1,3,5-6,9-11H,2H2,(H,7,8)	1,2,3-Propanetriol, 1-(1H-imidazol-4-yl)-	C1=C(NC=N1)C(C(CO)O)O	-2.0999999	10898960;71356420;101927903;101927904	COCONUT:(CNP0125883);Natural Products:(UNPD9207);PubChem:(10898960 71356420 101927903 101927904);YMDB Mine;EcoCyc Mine;KEGG Mine	60131672066	159.07624	33.37	78_mapp_batch_00114_sirius_78	78
86	1	1	2	2	0.6513109432197863	-6.0069901205676315	0.9999999999999999	20.719973562285766	C10H14N5O8P	[M + H]+	RQFCJASXJCIDSX	InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)	guanylate	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=N)N=C2O	-2.40610433	102495637;135589113;135603658;135612767;135623787;136026473;136053414;135827904;135827905;136104023;137015000;136122638;135884486;135887992;135902941;136165999;135922287;136661904;136663992;136219957;136229383;136238529;136247420;136259543;136263915;137179121;137208277;135398630;135398631;135400774;137265739;136847914;136847915;135441845;137295276;135464484;136433625;135484628;135486511;139025127;136495100;139317537	HMDB:(1397);PubChem class - food;SuperNatural:(SN00306857);ZINC bio:(ZINC01532555 ZINC02159505 ZINC03073318 ZINC03869963 ZINC03869964 ZINC03869965 ZINC12501413 ZINC12501415);additional;MeSH:(135398630 135398631 135612767);Plantcyc:(GMP);PubMed;NORMAN:(NS00015253);COCONUT:(CNP0083304 CNP0107450 CNP0305646);KNApSAcK:(19635);Natural Products:(UNPD98195 UNPD40372);PubChem:(102495637 135589113 135603658 135612767 135623787 136026473 136053414 135827904 135827905 136104023 137015000 136122638 135884486 135887992 135902941 136165999 135922287 136661904 136663992 136219957 136229383 136238529 136247420 136259543 136263915 137179121 137208277 135398630 135398631 135400774 137265739 136847914 136847915 135441845 137295276 135464484 136433625 135484628 135486511 139025127 136495100 139317537);CHEBI:(58115 17345);PubChem class - bio and metabolites;KEGG:(C00144);PubChem class - safety and toxic;YMDB:(261);Training Set;Biocyc:(SMA-0000346 SMA-0000596 GMP)	222292350	364.0656	46.34	166_mapp_batch_00114_sirius_166	166
87	1	1	1	1	0.6502170058431701	-0.41135557868032113	0.9999999999999999	5056.649374307087	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;Lipid:(LPC(16:0));COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	4382779758	496.33996	424.22	392_mapp_batch_00114_sirius_397	397
