"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"feature_id"
"C(CC(C(=O)O)N)CN=C(N)N"	152	1	1	1	1	"0.48985380353718627"	-19.9700232195493	1	26.7856165094912	"C6H14N4O2"	"[M + K]+"	"ODKSFYDXXFIFQN"	"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)"	"arginine"	-1.63495886	"232;6322;28782;1549073;1549104;71070;444360;4473077;5231987;5246487;5260203;5287702;5460857;5460858;5460860;5460861;6913512;9793996;9815369;11770759;10313339;11321257;17753939;16217519;16217580;16217799;20798608;22726443;51037639;51037640;51037641;46932130;52941769;54144538;57182507;57616918;57616923;57616939;57616947;59119146;58618352;59645172;59667378;59373181;59373187;59373188;59373199;59905797;58203011;71308530;71309938;71310245;76974066;76974115;76974116;88031296;87559318;88901885;88901889;88901891;88901915;89059445;90938205;90472354;101002480;101611381;117064614;117065487;118099679;118264379;123552702;122363709;124202805;129834582;129850676;131801519;131878490;132276652;134817835;135207570"	"HMDB:(517 3416 62762);PubChem class - food;SuperNatural:(SN00319966 SN00002215 SN00002252 SN00369945);ZINC bio:(ZINC01532525 ZINC01532749 ZINC12484881 ZINC12496140);additional;HSDB:(74-79-3);MeSH:(6322 1549073 5287702);Plantcyc:(ARG CPD-220);PubMed;NORMAN:(NS00005927);COCONUT:(CNP0076956 CNP0083479 CNP0257247);KNApSAcK:(1340);Natural Products:(UNPD76205 UNPD20394);PubChem:(232 6322 28782 1549073 1549104 71070 444360 4473077 5231987 5246487 5260203 5287702 5460857 5460858 5460860 5460861 6913512 9793996 9815369 11770759 10313339 11321257 17753939 16217519 16217580 16217799 20798608 22726443 51037639 51037640 51037641 46932130 52941769 54144538 57182507 57616918 57616923 57616939 57616947 59119146 58618352 59645172 59667378 59373181 59373187 59373188 59373199 59905797 58203011 71308530 71309938 71310245 76974066 76974115 76974116 88031296 87559318 88901885 88901889 88901891 88901915 89059445 90938205 90472354 101002480 101611381 117064614 117065487 118099679 118264379 123552702 122363709 124202805 129834582 129850676 131801519 131878490 132276652 134817835 135207570);CHEBI:(15816 32689 32695 16467 32696 32688 32683 32690 32681 29016 32682 32697);PubChem class - bio and metabolites;KEGG:(C02385 C00062 C00792);PubChem class - safety and toxic;YMDB:(592);Training Set;PubChem class - drug;Biocyc:(ARG CPD-220)"	255847294	213.07485	30.56	"68_mapp_batch_00114_sirius_68"	68	NA	NA	68
"C(CCCCCC(=O)O)CCCCCN"	332	1	1	2	2	"0.16112364198617302"	-72.5210785730242	1	14.2514382441174	"C12H25NO2"	"[M - H2O + H]+"	"PBLZLIFKVPJDCO"	"InChI=1S/C12H25NO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h1-11,13H2,(H,14,15)"	"12-aminododecanoate"	2.83290529	"69661;6997239;18353548;101215199"	"NORMAN:(NS00006072);COCONUT:(CNP0125044);Natural Products:(UNPD215911);PubChem:(69661 6997239 18353548 101215199);CHEBI:(42025);ZINC bio:(ZINC01845814);PubChem class - bio and metabolites;MeSH:(69661);PubChem class - safety and toxic;PubMed"	86286438	198.18536	328.5	"342_mapp_batch_00114_sirius_347"	347	NA	NA	347
"C(CCCN(C(=O)N)N=O)CCN(C(=O)N)N=O"	403	1	1	1	3	"0.02429314752457209"	-242.776425432006	0.890954773869347	7.6702504487405	"C8H16N6O4"	"[M + H]+"	"RRUYOJAFICBJOF"	"InChI=1S/C8H16N6O4/c9-7(15)13(11-17)5-3-1-2-4-6-14(12-18)8(10)16/h1-6H2,(H2,9,15)(H2,10,16)"	"1,1''-hexane-1,6-diylbis(1-nitrosourea)"	0.72141242	"93113"	"MeSH:(93113);PubChem class - safety and toxic;PubChem:(93113)"	67108870	261.13114	126.91	"259_mapp_batch_00114_sirius_259"	259	NA	NA	259
"C(CCl)NC(=O)NCCCl"	202	1	1	2	2	"0.3577172395998545"	-48.0512450674889	1	15.6005612383707	"C5H10Cl2N2O"	"[M - H2O + H]+"	"VBWBRZHAGLZNST"	"InChI=1S/C5H10Cl2N2O/c6-1-3-8-5(10)9-4-2-7/h1-4H2,(H2,8,9,10)"	"1,3-Bis(2-chloroethyl)urea"	0.600000024	"95791;12860051"	"PubChem class - safety and toxic;PubChem:(95791 12860051);PubMed"	67108930	167.01284	26.81	"28_mapp_batch_00114_sirius_28"	28	NA	NA	28
"C(CCN)CC(C(=O)N)N"	232	1	1	2	2	"0.31443715589568505"	-85.1271160876471	1	40.6184447913007	"C6H15N3O"	"[M - H2O + H]+"	"HKXLAGBDJVHRQG"	"InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)"	"L-Lysinamide"	-1.58159423	"439605;4477685;4477686;7006685;7006686;6991973;17754068"	"SuperNatural:(SN00213073);ZINC bio:(ZINC01529321);additional;PubMed;COCONUT:(CNP0020924 CNP0386229);PubChem:(439605 4477685 4477686 7006685 7006686 6991973 17754068);YMDB Mine;CHEBI:(6263);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01930);Training Set"	51560079714	128.1184	640.62	"504_mapp_batch_00114_sirius_509"	509	NA	NA	509
"C(CCN)CC(C(=O)N)N"	252	1	1	2	2	"0.28765231094465143"	-94.115815432518	1	29.8792043850433	"C6H15N3O"	"[M - H2O + H]+"	"HKXLAGBDJVHRQG"	"InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)"	"L-Lysinamide"	-1.58159423	"439605;4477685;4477686;7006685;7006686;6991973;17754068"	"SuperNatural:(SN00213073);ZINC bio:(ZINC01529321);additional;PubMed;COCONUT:(CNP0020924 CNP0386229);PubChem:(439605 4477685 4477686 7006685 7006686 6991973 17754068);YMDB Mine;CHEBI:(6263);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01930);Training Set"	51560079714	128.11841	613.77	"490_mapp_batch_00114_sirius_495"	495	NA	NA	495
"C(CCN)CC(C(=O)N)N"	82	1	1	2	2	"0.665138367207869"	-76.2530513245361	1	17.8333382710192	"C6H15N3O"	"[M - H2O + H]+"	"HKXLAGBDJVHRQG"	"InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)"	"L-Lysinamide"	-1.58159423	"439605;4477685;4477686;7006685;7006686;6991973;17754068"	"SuperNatural:(SN00213073);ZINC bio:(ZINC01529321);additional;PubMed;COCONUT:(CNP0020924 CNP0386229);PubChem:(439605 4477685 4477686 7006685 7006686 6991973 17754068);YMDB Mine;CHEBI:(6263);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01930);Training Set"	51560079714	128.11841	620.06	"493_mapp_batch_00114_sirius_498"	498	NA	NA	498
"C(CCN)CC(C(=O)N)N"	240	1	1	2	2	"0.3062574316422627"	-90.4653897940453	1	20.7464626325537	"C6H15N3O"	"[M - H2O + H]+"	"HKXLAGBDJVHRQG"	"InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)"	"L-Lysinamide"	-1.58159423	"439605;4477685;4477686;7006685;7006686;6991973;17754068"	"SuperNatural:(SN00213073);ZINC bio:(ZINC01529321);additional;PubMed;COCONUT:(CNP0020924 CNP0386229);PubChem:(439605 4477685 4477686 7006685 7006686 6991973 17754068);YMDB Mine;CHEBI:(6263);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01930);Training Set"	51560079714	128.11842	595.25	"473_mapp_batch_00114_sirius_478"	478	NA	NA	478
"C(CCN)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)N"	266	1	1	2	2	"0.26750458015472434"	-200.563347518428	1	50.1565570069161	"C15H31N5O5"	"[M - H2O + H]+"	"CRJZZXMAADSBBQ"	"InChI=1S/C15H31N5O5/c16-7-3-1-5-11(19-13(22)10(18)9-21)14(23)20-12(15(24)25)6-2-4-8-17/h10-12,21H,1-9,16-18H2,(H,19,22)(H,20,23)(H,24,25)"	"L-Lysine, L-seryl-L-lysyl-"	-2.74570942	"18224005;71358304"	"PubChem:(18224005 71358304);COCONUT:(CNP0348005)"	2097154	344.22805	150.77	"270_mapp_batch_00114_sirius_270"	270	NA	NA	270
"C(CCN)CC(C(=O)O)N"	25	1	1	1	2	"0.9001269921525408"	-0.789250011972739	1	28.6997592071315	"C6H14N2O2"	"[M + H]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	147.11265	26.35	"31_mapp_batch_00114_sirius_31"	31	NA	NA	31
"C(CCN)CC(C(=O)O)N"	123	1	1	1	1	"0.5586203709492563"	-15.5514347788922	1	7.74052388731628	"C6H14N2O2"	"[M + Na]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	169.09492	68.53	"209_mapp_batch_00114_sirius_209"	209	NA	NA	209
"C(CCN)CC(C(=O)O)N"	158	1	1	2	2	"0.4754794348554188"	-2.86566472387022	1	27.1078068037492	"C6H14N2O2"	"[M - H2O + H]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	129.10252	26.7	"30_mapp_batch_00114_sirius_30"	30	NA	NA	30
"C(CCN)CC(C(=O)O)N"	143	1	1	2	2	"0.5198386540201831"	-5.41878907629718	1	29.6068164086218	"C6H14N2O2"	"[M - H2O + H]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	129.10259	67	"205_mapp_batch_00114_sirius_205"	205	NA	NA	205
"C(CCN)CC(C(=O)O)N"	290	1	1	1	1	"0.2288405857574673"	-29.4706934988233	0.993969849246231	15.2207263177746	"C6H14N2O2"	"[M + K]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	185.06884	66.32	"207_mapp_batch_00114_sirius_207"	207	NA	NA	207
"C(CCN)CC(C(=O)O)N"	63	1	1	1	1	"0.7256376436538772"	-5.39234501213087	1	13.9072291732412	"C6H14N2O2"	"[M + Na]+"	"KDXKERNSBIXSRK"	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"	"lysinium"	-1.10313416	"866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569"	"HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)"	255847294	169.09463	27.19	"35_mapp_batch_00114_sirius_35"	35	NA	NA	35
"C(CCN)CCNCC(=O)C(C(CO)O)O"	366	1	1	1	2	"0.09868556202001898"	-183.443488068207	1	61.3835466456636	"C10H22N2O4"	"[M + H]+"	"BZKXSLSRJJQPEX"	"InChI=1S/C10H22N2O4/c11-4-2-1-3-5-12-6-8(14)10(16)9(15)7-13/h9-10,12-13,15-16H,1-7,11H2"	"null"	-2.20000005	"138911150;138911151"	"PubChem:(138911150 138911151);CHEBI:(144612)"	34	235.1654	96.11	"236_mapp_batch_00114_sirius_236"	236	NA	NA	236
"C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N"	42	1	1	1	2	"0.814155567939432"	-2.61170189813389	1	84.7576615848898	"C11H20N2O6"	"[M + H]+"	"ZDGJAHTZVHVLOT"	"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)"	"Saccharopin"	-5.5	"1087;160556;10446132;20056670;23615444;49791954;92209545"	"HMDB:(279 62698);SuperNatural:(SN00002239 SN00237856);ZINC bio:(ZINC01532666);additional;MeSH:(160556);Plantcyc:(SACCHAROPINE);PubMed;NORMAN:(NS00014873);COCONUT:(CNP0085735 CNP0110239);KNApSAcK:(7227);Natural Products:(UNPD3431);PubChem:(1087 160556 10446132 20056670 23615444 49791954 92209545);CHEBI:(57951 16927);PubChem class - bio and metabolites;KEGG:(C00449);YMDB:(19);Training Set;PubChem class - drug;Biocyc:(SACCHAROPINE CPD-11649)"	54520190	277.13918	34.62	"101_mapp_batch_00114_sirius_101"	101	NA	NA	101
