"feature_id_full","feature_id","feature_mz","feature_rt","A_vs_B_p_value","A_vs_C_p_value","A_vs_D_p_value","B_vs_C_p_value","B_vs_D_p_value","C_vs_D_p_value","A_vs_B_p_value_minus_log10","A_vs_C_p_value_minus_log10","A_vs_D_p_value_minus_log10","B_vs_C_p_value_minus_log10","B_vs_D_p_value_minus_log10","C_vs_D_p_value_minus_log10","C_vs_D_fold_change","B_vs_D_fold_change","A_vs_D_fold_change","B_vs_C_fold_change","A_vs_C_fold_change","A_vs_B_fold_change","C_vs_D_fold_change_log2","B_vs_D_fold_change_log2","A_vs_D_fold_change_log2","B_vs_C_fold_change_log2","A_vs_C_fold_change_log2","A_vs_B_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"571_116.07_4.9",571,116.071028154155,4.9121795,0.00177358744838707,0.999739065052503,0.762543722010874,0.00205276065191029,0.00037223194570124,0.71364023158597,2.75114739336872,0.00011333739532042,0.117735250100934,2.68766168560964,3.42918635757169,0.146520674518604,1.063972321366,1.49476381786269,1.05838532118017,1.40488975873321,0.994748923375515,0.708061908197324,0.0894606204374002,0.579917547489422,0.0818649580298495,0.490456927052022,-0.00759566240755063,-0.498052589459572,"Amino acids and Peptides","Small peptides","Aminoacids","2-amino-3-hydroxypentanoic acid",NA,NA,"CCC(C(C(=O)O)N)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H11NO3/c1-2-3(7)4(6)5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)","LGVJIYCMHMKTPB"
"748_707.22_6.4",748,707.222182122085,6.389777,0.00196900067649819,0.00883562286646122,0.0217460195932513,0.814317518207867,0.524566020617935,0.953910266696807,2.7057541346494,2.05376282952653,1.66262022500293,0.0892062222387559,0.280199844771345,0.0204924769849267,0.96046004366083,0.899565838871629,1.38029032406294,0.936598919245926,1.43711373853921,1.53439611023281,-0.0582024976664236,-0.152699219261034,0.464971748911672,-0.0944967215946104,0.523174246578096,0.617670968172706,NA,NA,NA,NA,NA,"OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O",NA,NA,NA,NA,NA,"CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N",NA,NA
"462_144.07_4.3",462,144.065669147547,4.2612023,0.00225052989610541,0.0178813382844596,0.000295880249067682,0.635637711703123,0.594114372671315,0.114049322058711,2.6477152135065,1.74759998062926,3.52888402438721,0.19679034447486,0.226129941149084,0.942907291948365,0.802144665911216,0.8874155151623,0.624817143598961,1.1063035794849,0.778933240039917,0.704086341655507,-0.318065646272797,-0.172318318096101,-0.678494056506875,0.145747328176695,-0.360428410234079,-0.506175738410774,"Amino acids and Peptides","Small peptides","Aminoacids","3alpha,4alpha-Dihydroxypiperidine-2alpha-carboxylic acid",NA,NA,"C1CNC(C(C1O)O)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H11NO4/c8-3-1-2-7-4(5(3)9)6(10)11/h3-5,7-9H,1-2H2,(H,10,11)","SUCGXPHEYBRFIL"
"665_226.95_5.8",665,226.951856166137,5.7873545,0.00241948389149149,0.148411352498272,0.652319166250161,0.129577077896155,0.0183487025859222,0.672465160074205,2.61627726500386,0.828532877097547,0.185539860977131,0.887471818092533,1.73639463875222,0.172330211220682,1.11230584704436,1.45658345569802,0.905766273118835,1.30951703577616,0.814314044581938,0.621843032457603,0.153553535673753,0.542588363800531,-0.142789274322579,0.389034828126778,-0.296342809996332,-0.68537763812311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572_70.07_4.9",572,70.0654546700715,4.913337,0.0027460367123795,0.999144915491814,0.88557718477776,0.0034269530411325,0.000837882360390396,0.827161160365459,2.56129366088031,0.000371517345476105,0.052773580761626,2.46509184658174,3.07681695251495,0.0824098662169748,1.05449582341627,1.47992584463076,1.0457508101802,1.4034440078067,0.991706924729448,0.706623790627235,0.0765533810030443,0.565524887838172,0.064539115689335,0.488971506835128,-0.0120142653137093,-0.500985772148837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826_730.24_7.3",826,730.238391679707,7.2673464,0.00445587831494421,0.568458074338979,0.719851482827937,0.000513898840110993,0.0281142237553559,0.134589773129012,2.35106667776921,0.245301560447958,0.142757096404233,3.2891223625327,1.55107390302847,0.870987938940991,0.836643581981853,1.37152938675504,0.920056425812307,1.63932338249239,1.09969937692328,0.670825164008413,-0.257314942863549,0.45578553408671,-0.120205752474988,0.713100476950259,0.13710919038856,-0.575991286561699,"Amino acids and Peptides","Macrolides","Cyclic peptides","1-acetyloxyethyl (3S)-3-[4-[(2S)-3-[7-[N-(1-acetyloxyethoxycarbonyl)carbamimidoyl]naphthalen-2-yl]-1-ethoxy-1-oxopropan-2-yl]phenoxy]pyrrolidine-1-carboxylate",NA,NA,"CCOC(=O)C(CC1=CC2=C(C=C1)C=CC(=C2)C(=N)NC(=O)OC(C)OC(=O)C)C3=CC=C(C=C3)OC4CCN(C4)C(=O)OC(C)OC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C36H41N3O11/c1-6-45-34(42)32(27-11-13-30(14-12-27)50-31-15-16-39(20-31)36(44)49-24(5)47-22(3)41)18-25-7-8-26-9-10-28(19-29(26)17-25)33(37)38-35(43)48-23(4)46-21(2)40/h7-14,17,19,23-24,31-32H,6,15-16,18,20H2,1-5H3,(H2,37,38,43)","RHVZFADTJFECSD"
"718_707.22_6.2",718,707.222285968825,6.1792197,0.00463478584510568,0.0141558894503698,0.0158735885791408,0.915671132552234,0.891519304329194,0.999893680854548,2.33397032806481,1.84906283761985,1.79932488018034,0.0382604771650681,0.0498692484809125,4.6176272945059e-05,0.994076778705483,0.939291634707303,1.49348691510248,0.944888417905182,1.50238587913435,1.59001407009004,-0.00857081052447232,-0.090354934215153,0.578684597809765,-0.0817841236906807,0.587255408334238,0.669039532024919,NA,NA,NA,NA,NA,"OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O",NA,NA,NA,NA,NA,"CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N",NA,NA
"377_196.1_3.7",377,196.097418430637,3.7026405,0.00482526679497941,0.00289679309856994,0.0107987195586621,0.990099503211369,0.96521117561033,0.868212487830269,2.31647866897634,2.5380825228695,1.96662773725146,0.00432115739830127,0.0153776582947476,0.0613739718297616,1.07354894213435,1.04345087661557,0.7440037050398,0.971963955868708,0.693031939056854,0.713022262679942,0.102387963870182,0.061362683170205,-0.426618289106156,-0.0410252806999768,-0.529006252976338,-0.487980972276362,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","3-acetylphenyl acetate",NA,"CC(=O)NCCc1ccc(O)c(O)c1","CC(=O)C1=CC(=CC=C1)OC(=O)C",NA,NA,NA,NA,"OFSAJYZMIPNPHE","InChI=1S/C10H13NO3/c1-7(12)11-5-4-8-2-3-9(13)10(14)6-8/h2-3,6,13-14H,4-5H2,1H3,(H,11,12)","OFSAJYZMIPNPHE-UHFFFAOYSA-N","InChI=1S/C10H10O3/c1-7(11)9-4-3-5-10(6-9)13-8(2)12/h3-6H,1-2H3","OTHYPAMNTUGKDK"
"744_365.11_6.4",744,365.106160148583,6.3763366,0.00508949415967452,0.0159581828786901,0.0289361737389832,0.910833558745708,0.753812984086967,0.985851030620099,2.29332537966301,1.79701656227642,1.53855889664154,0.0405609766190512,0.122736386296393,0.00618870520836594,0.973177675074228,0.9251254359832,1.36325527250877,0.950623364754681,1.40082875658321,1.47358965550432,-0.0392248699964773,-0.112279103742791,0.447055735216986,-0.073054233746314,0.486280605213463,0.559334838959777,"Carbohydrates","Saccharides","Disaccharides","Brachiose","OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6-,7+,8+,9-,10-,11-,12+/m1/s1",NA,"DLRVVLDZNNYCBX-ZZFZYMBESA-N","DLRVVLDZNNYCBX","CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N","InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX"
"373_358.15_3.7",373,358.150082619285,3.700255,0.00525926854029457,0.00243550326258712,0.00709646336752945,0.967588967297233,0.998028818082128,0.921173614728226,2.27907465337544,2.61341128431326,2.14895803475031,0.0143090922213286,0.000856918278408198,0.0356585100717272,1.06759107635283,1.01783980177647,0.708049647938575,0.953398566475164,0.663221774349646,0.695639575798463,0.0943591516235042,0.02551051291704,-0.498077570280357,-0.0688486387064642,-0.592436721903861,-0.523588083197397,"Polyketides","Phloroglucinols","Acyl phloroglucinols","Linocinnamarin",NA,NA,"COC(=O)C=CC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,"QZEDVCMYXTXTKC","nan","nan","InChI=1S/C16H20O8/c1-22-12(18)7-4-9-2-5-10(6-3-9)23-16-15(21)14(20)13(19)11(8-17)24-16/h2-7,11,13-17,19-21H,8H2,1H3","KPYQJVYNSWDFQU"
"376_154.09_3.7",376,154.086571883109,3.7024577,0.00579984772010389,0.00337387790982424,0.0132304604567587,0.988396616941768,0.963268900656403,0.856826800164215,2.23658340905547,2.47187063723266,1.87842504089567,0.00506874975927082,0.0162524607782379,0.0671069579308649,1.07814537786894,1.04541987977218,0.745457673796403,0.969646488526954,0.69142593299419,0.71307011490814,0.10855172520495,0.0640824990536827,-0.423801654568533,-0.0444692261512673,-0.532353379773483,-0.487884153622215,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","3-Methylbenzoic Acid",NA,"NCCc1ccc(O)c(O)c1","CC1=CC(=CC=C1)C(=O)O",NA,NA,NA,NA,"VYFYYTLLBUKUHU","InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2","VYFYYTLLBUKUHU-UHFFFAOYSA-N","InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)","GPSDUZXPYCFOSQ"
"839_175.12_7.7",839,175.119482287145,7.6820617,0.00944875224522324,0.68233373711504,0.561921066832731,0.0669695014426303,0.0949418786243165,0.996681758280306,2.02462553845291,0.1660031550565,0.25032468558138,1.17412293417597,1.02254217910489,0.00144349032007715,0.980276318091798,1.33647766401011,0.885474482027082,1.3633683068175,0.903290700473865,0.662543419820582,-0.0287396246888995,0.418435726626171,-0.175477363498482,0.44717535131507,-0.146737738809583,-0.593913090124653,"Amino acids and Peptides","Small peptides","Aminoacids","Harg","N[C@@H](CCCNC(N)=N)C(O)=O","NC(N)=NCCCC(N)C(=O)O","C(CC(C(=O)O)N)CN=C(N)N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",NA,"ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","ODKSFYDXXFIFQN","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN-UHFFFAOYSA-N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN"
"468_244.08_4.3",468,244.079395750966,4.264983,0.0109424040793571,0.0187356285909782,0.000362336980688438,0.989422414726874,0.218626776707154,0.135645217542617,1.96088725170489,1.72733173149927,3.44088733891794,0.00461825519891598,0.660296648132008,0.867595513597671,0.823284076615113,0.842556826235324,0.651891781420924,1.0234095984213,0.791818765766904,0.773706604851424,-0.280537772128467,-0.247154102761218,-0.61729560798574,0.033383669367249,-0.336757835857272,-0.370141505224521,"Amino acids and Peptides","Small peptides","Aminoacids","3-[(N,N-Dimethylsulfamoyl)amino]phenylboronic Acid",NA,NA,"B(C1=CC(=CC=C1)NS(=O)(=O)N(C)C)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H13BN2O4S/c1-11(2)16(14,15)10-8-5-3-4-7(6-8)9(12)13/h3-6,10,12-13H,1-2H3","UHPQMFBFPJCLDX"
"838_116.07_7.7",838,116.070948623387,7.680887,0.0110508440836448,0.60573935510867,0.510146369241516,0.0972407849260771,0.127740021193729,0.998270302025249,1.95660454850658,0.217714209147841,0.292305199914244,1.01215154419637,0.893673016122933,0.00075184870900238,0.98350292338921,1.32133153910594,0.874540468578877,1.34349528372783,0.889209831288715,0.661863009166213,-0.0239987540735944,0.401992502778477,-0.193402949771643,0.425991256852071,-0.169404195698049,-0.59539545255012,"Amino acids and Peptides","Small peptides","Aminoacids","2-amino-3-hydroxypentanoic acid",NA,NA,"CCC(C(C(=O)O)N)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H11NO3/c1-2-3(7)4(6)5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)","LGVJIYCMHMKTPB"
