"feature_id_full","feature_id","feature_mz","feature_rt","pDelta_vs_psDelta_p_value","pDelta_vs_sDelta_p_value","pDelta_vs_WT_p_value","psDelta_vs_sDelta_p_value","psDelta_vs_WT_p_value","sDelta_vs_WT_p_value","pDelta_vs_psDelta_p_value_minus_log10","pDelta_vs_sDelta_p_value_minus_log10","pDelta_vs_WT_p_value_minus_log10","psDelta_vs_sDelta_p_value_minus_log10","psDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","psDelta_vs_WT_fold_change","pDelta_vs_WT_fold_change","psDelta_vs_sDelta_fold_change","pDelta_vs_sDelta_fold_change","pDelta_vs_psDelta_fold_change","sDelta_vs_WT_fold_change_log2","psDelta_vs_WT_fold_change_log2","pDelta_vs_WT_fold_change_log2","psDelta_vs_sDelta_fold_change_log2","pDelta_vs_sDelta_fold_change_log2","pDelta_vs_psDelta_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"128_227.08_0.6",128,227.079340489107,0.63621825,0.0366140526700086,0.735859913802523,0.810162274184154,0.00748955040998112,0.140474174825285,0.2746125850089,1.43635219805615,0.133204854756439,0.0914279839308935,2.12554425176978,0.852403510362287,0.561279563695482,1.22222940402155,0.804762552906223,1.09201405384088,0.658438219746868,0.893460794060256,1.35693944741504,0.289515094471572,-0.313364919457397,0.126991423360402,-0.602880013928969,-0.16252367111117,0.440356342817799,"Fatty acids","Ornithine alkaloids","Polyamines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58_458.77_0.5",58,458.769806446376,0.49040663,0.0375637999118098,0.513144738902956,0.9868030400387,0.00427880309894579,0.0224873706903727,0.702868877506842,1.42523048144167,0.289760119408828,0.00576952125161805,2.36867769832767,1.64806132097242,0.153125686483181,1.14302354130465,0.697988517460266,0.963366203213887,0.610651042815427,0.842822713969915,1.38020351211398,0.192855117090208,-0.518724791889959,-0.0538437826616471,-0.711579908980167,-0.246698899751855,0.464881009228312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76_222.99_0.5",76,222.988235455794,0.5307552,0.0422139934400156,0.702899780231486,0.10055520553946,0.00787621909056735,0.88732364706249,0.0165037405563353,1.37454356168292,0.153106592469785,0.997595441938995,2.10368221171865,0.0519179444340543,1.78241761221847,1.43558948449032,0.939672692459306,1.27133878319345,0.654555290778632,0.885586580933207,1.35295916694791,0.521643260748355,-0.0897697712839622,0.346348527357388,-0.611413032032317,-0.175294733390967,0.43611829864135,NA,NA,NA,NA,"C(CSCC(C(=O)O)N)C(C(=O)O)N",NA,NA,"InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)",NA,"ILRYLPWNYFXEMH-UHFFFAOYSA-N","ILRYLPWNYFXEMH",NA,NA,NA,NA,NA
"123_198.1_0.6",123,198.097239700699,0.6121948,0.0499831400762468,0.000199495788523296,0.0220103641868138,0.0446906311486562,0.995399565506646,0.0449085205358895,1.30117646379681,3.70006626809953,1.65737277148504,1.3497835119218,0.00200255316212543,1.34767125207785,1.24956509589198,0.984051326499694,0.81471838810925,0.78751505602615,0.652001557011864,0.827922656237081,0.321426060347621,-0.0231945287583983,-0.295626624852387,-0.34462058910602,-0.617052685200008,-0.272432096093989,"Terpenoids","Monoterpenoids","Pinane monoterpenoids","3-Fluoro-5-Isopropoxybenzeneboronic Acid","C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O",NA,"B(C1=CC(=CC(=C1)F)OC(C)C)(O)O","InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1",NA,"LKDRXBCSQODPBY-VRPWFDPXSA-N","LKDRXBCSQODPBY",NA,NA,NA,"InChI=1S/C9H12BFO3/c1-6(2)14-9-4-7(10(12)13)3-8(11)5-9/h3-6,12-13H,1-2H3","HJJYROZZJOJOOW"
"248_146.12_1.8",248,146.117679088818,1.838279,0.070916591500447,0.229986869622474,0.0539097117253197,0.00313420964926603,0.999940422980444,0.00190813887422914,1.14925214628207,0.638296957953204,1.26833299049445,2.50387195666318,2.58747416188436e-05,2.71939002055615,1.69624696878548,0.995260842843549,1.32078961069436,0.586742886595199,0.778654072785194,1.3270788459041,0.762346237532377,-0.00685341108125555,0.40140067719703,-0.769199648613632,-0.360945560335346,0.408254088278286,"Amino acids and Peptides","Small peptides","Aminoacids","AmbotzHAA1031",NA,NA,"CC(C)CC(C(=O)OC)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H15NO2/c1-5(2)4-6(8)7(9)10-3/h5-6H,4,8H2,1-3H3","QVDXUKJJGUSGLS"
"99_147.08_0.6",99,147.076684860766,0.5692322,0.0796424199870663,0.676706317462941,0.0444994809186382,0.0138423434926103,0.999277391618185,0.00674250645619823,1.09885555212201,0.169599769095831,1.35164505498504,1.85879037810535,0.000313938273678596,2.17117862902191,1.5283120954144,1.01109477572181,1.3379302237037,0.661576113122137,0.875429977763099,1.32324907202549,0.611939185081801,0.0159182356734568,0.420002877906442,-0.596020949408345,-0.191936307175359,0.404084642232986,"Amino acids and Peptides","Small peptides","Aminoacids","glutamin","N[C@@H](CCC(O)=O)C(O)=O","NC(=O)CCC(N)C(=O)O|O=C1CCC(C(=O)O)N1|NC(CO)C(=O)O","C(CC(=O)N)C(C(=O)O)N","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",NA,"WHUUTDBJXJRKMK-VKHMYHEASA-N","WHUUTDBJXJRKMK","ZDXPYRJPNDTMRX|ODHCTXKNWHHXJC|MTCFGRXMJLQNBG","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)|InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)","ZDXPYRJPNDTMRX-UHFFFAOYSA-N|ODHCTXKNWHHXJC-UHFFFAOYSA-N|MTCFGRXMJLQNBG-UHFFFAOYSA-N","InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX"
"63_334.99_0.5",63,334.992035713088,0.49264824,0.0980132539073877,0.797918458321756,0.0748537900311133,0.0241204415728847,0.999976931880583,0.0163191710337062,1.0087151925765,0.0980414882361508,1.12578620536865,1.61761474583073,1.00184725248373e-05,1.78730190591493,1.43304642515226,0.996534010339868,1.2938312929953,0.695395482553182,0.902853717986022,1.29833129584211,0.519085348087166,-0.00500905177850277,0.3716495117456,-0.524094399865669,-0.147435836341566,0.376658563524103,"Alkaloids","Small peptides","Aminoacids","methyl 2-[(6-acetamido-1,3-benzothiazol-2-yl)sulfanyl]acetate",NA,NA,"CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H12N2O3S2/c1-7(15)13-8-3-4-9-10(5-8)19-12(14-9)18-6-11(16)17-2/h3-5H,6H2,1-2H3,(H,13,15)","TYXZJDHELRGQTC"
"86_296.07_0.6",86,296.065960707854,0.5503024,0.105067455465874,0.0198289955161542,0.680754494500303,0.877952530162036,0.0186176857061509,0.00313834632658749,0.978531785402236,1.70269928543366,0.167009482664844,0.056528965239698,1.73007430549833,2.50329913231486,1.58631062477926,1.44179238563255,1.09756133605389,0.908896632923438,0.691895596555448,0.761247837754649,0.665675301274934,0.527863435187153,0.134301565499286,-0.137811866087781,-0.531373735775648,-0.393561869687867,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","Gliatilin (TN)",NA,NA,"C[N+](C)(C)CCOP(=O)(O)OCC(CO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/p+1","SUHOQUVVVLNYQR"
"150_213.12_0.7",150,213.123484161822,0.70026994,0.111266860181542,0.73944325074111,0.0295998742950312,0.0232282680003265,0.942749656316124,0.00543568632885683,0.953634167052565,0.131095150721449,1.52871013330222,1.63398317185899,0.0256036172464346,2.26474561256814,1.54886334595881,1.05154508658947,1.37154910075167,0.678914049669452,0.885519761527204,1.30431792059443,0.631209862781822,0.0725107091325032,0.455806270850394,-0.558699153649319,-0.175403591931429,0.383295561717891,"Amino acids and Peptides","Small peptides","Dipeptides","Prolylproline",NA,NA,"C1CC(NC1)C(=O)N2CCCC2C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)","RWCOTTLHDJWHRS"
"54_292.85_0.5",54,292.845146481188,0.4901592,0.11895821793475,0.421443372051762,0.791301385708403,0.0103771950055727,0.407482136611683,0.111441462636216,0.924605550428449,0.375260771828375,0.101658073745527,1.98392002203938,0.389891425306876,0.952953196560143,1.31617631853988,0.857018678132701,1.09698066171275,0.651142758048898,0.833460263841934,1.2799962121046,0.396352769349775,-0.222601447660701,0.13353809320052,-0.618954217010476,-0.262814676149255,0.356139540861221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158_137.05_0.8",158,137.046024287042,0.7652039,0.120560670777842,0.196205121070089,0.245492162893271,0.00450946660882434,0.924168628234781,0.00745307904869963,0.918794344350484,0.707289661464448,0.60996236776315,2.34587482453972,0.0342487780979556,2.12766427253978,1.54605320270746,0.946280562948865,1.20492085480807,0.612062095464589,0.779352775634116,1.27332305236537,0.628589966068417,-0.0796601029037125,0.268938386184817,-0.70825006897213,-0.3596515798836,0.348598489088529,"Alkaloids","Pseudoalkaloids","Purine alkaloids","Sarcine","C1=NC2=C(N1)C(=O)NC=N2",NA,"C1=NC2=C(N1)C(=O)N=CN2","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",NA,"FDGQSTZJBFJUBT-UHFFFAOYSA-N","FDGQSTZJBFJUBT",NA,NA,NA,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","FDGQSTZJBFJUBT"
"60_290.85_0.5",60,290.847148426028,0.49115735,0.129597474969125,0.447576573186419,0.77460083222555,0.0122671765314806,0.450465079311951,0.114803919259614,0.887403460021434,0.349132653158269,0.110922040746825,1.91125538494233,0.346338870500564,0.940043285424375,1.31993996846388,0.861457941789304,1.10249209133891,0.652649334341966,0.835259267602884,1.27979793076022,0.400472316576984,-0.215147732161074,0.140768306733311,-0.615620048738059,-0.259704009843673,0.355916038894385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234_144.1_1.6",234,144.1020800722,1.6040746,0.140261499335812,0.888666002739089,0.146394390396847,0.0478228766699176,0.996924960615783,0.0458266895027651,0.853061522989002,0.0512614341056529,0.834475564441359,1.32036430349637,0.00133753017075944,1.33888151483923,1.42538287919042,0.979224838413163,1.29641319658416,0.686990739617512,0.909519270583981,1.3239178028664,0.511349500831161,-0.0302879418802707,0.374525611474675,-0.541637442711432,-0.136823889356486,0.404813553354946,"Alkaloids","Lysine alkaloids","Unsaturated fatty acids","ACMC-20lhzn",NA,NA,"CC1CCCC(N1)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H13NO2/c1-5-3-2-4-6(8-5)7(9)10/h5-6,8H,2-4H2,1H3,(H,9,10)","IHLDCUQUFBWSJU"
"61_206.89_0.5",61,206.885887266303,0.49167556,0.142276888166927,0.359189307603901,0.721814900509821,0.010295645168834,0.531989583962767,0.0735410885976423,0.846865642127749,0.444676599949444,0.141574156991946,1.98734643345729,0.274096870847392,1.13346994574197,1.35468265584939,0.876212324495409,1.11058342535558,0.646802644672543,0.819810765687587,1.26748208659943,0.437954929473438,-0.190647587641061,0.151317770035851,-0.628602517114499,-0.286637159437588,0.341965357676911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235_190.11_1.6",235,190.107504369277,1.6041797,0.148656183184152,0.864963781949962,0.165743907744377,0.0466168969959503,0.99492585514725,0.0476670411303314,0.827817022100413,0.0630020770769008,0.780562426009917,1.33145663820254,0.00220928297309606,1.3217818055022,1.42376808820835,0.975358895795468,1.28519629374303,0.685054612386239,0.902672495884007,1.31766501467634,0.509714170714929,-0.0359949202186947,0.36198872547514,-0.545709090933623,-0.147725445239789,0.397983645693835,"Amino acids and Peptides","Small peptides","Dipeptides","N-(3,4,5,6-tetrahydroxyhexan-2-yl)acetamide","C(CCNC(=N)N)C[C@@H](C(=O)O)N","O=C1CCC(C(=O)O)N1","CC(C(C(C(CO)O)O)O)NC(=O)C","InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1",NA,"QUOGESRFPZDMMT-YFKPBYRVSA-N","QUOGESRFPZDMMT","ODHCTXKNWHHXJC","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","ODHCTXKNWHHXJC-UHFFFAOYSA-N","InChI=1S/C8H17NO5/c1-4(9-5(2)11)7(13)8(14)6(12)3-10/h4,6-8,10,12-14H,3H2,1-2H3,(H,9,11)","GNDXKDUZRVMTHI"
"189_162.08_0.9",189,162.07620859509,0.89955974,0.154490419827112,0.277009938524674,0.0591349587951069,0.00836050062044713,0.980128387260748,0.00255118055121117,0.811098446628928,0.557504649098026,1.22815570146674,2.07776771655761,0.00871703223927966,2.59325880457329,1.60886672539865,1.03342444993161,1.29572022334613,0.64233067513752,0.805362061935285,1.25381223894198,0.686044821667325,0.0474329222001671,0.373754239854596,-0.638611899467158,-0.312290581812729,0.326321317654429,"Amino acids and Peptides","Small peptides","Dipeptides","N-Acetylthreonine",NA,"CC(=O)OCCC(N)C(=O)O","CC(C(C(=O)O)NC(=O)C)O",NA,NA,NA,NA,"FCXZBWSIAGGPCB","InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)","FCXZBWSIAGGPCB-UHFFFAOYSA-N","InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)","PEDXUVCGOLSNLQ"
"100_130.05_0.6",100,130.05017311371,0.5707168,0.168611216778001,0.573215729466992,0.0900544891116356,0.0231241472381007,0.996948742893178,0.0101399850981101,0.773113537524124,0.241681900746797,1.04549463322958,1.63593427401016,0.00132716992394748,1.99396268324857,1.53343180810068,1.01941209613127,1.30307172117963,0.66479128106383,0.849774808567213,1.27825805297471,0.61676401120719,0.0277373771758863,0.381916492150541,-0.589026634031303,-0.234847519056648,0.354179114974655,"Amino acids and Peptides","Small peptides","Aminoacids","Glutamat",NA,NA,"C(CC(=O)O)C(C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","WHUUTDBJXJRKMK"
