"feature_id_full","feature_id","feature_mz","feature_rt","sDelta_vs_WT_p_value","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","sDelta_vs_WT_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"93_170.04_0.6",93,170.042485631083,0.56643265,0.000688502140214423,3.16209470539708,1.66625952745006,0.736613124475936,"Shikimates and Phenylpropanoids","Small peptides","Aminoacids","2-(Methylthio)pyrimidine-5-boronic acid",NA,NA,"B(C1=CN=C(N=C1)SC)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H7BN2O2S/c1-11-5-7-2-4(3-8-5)6(9)10/h2-3,9-10H,1H3","SLNVTXVTMQIKCE"
"146_225.12_0.7",146,225.123318323299,0.6910378,0.000820678999959248,3.08582667942981,1.72020274079836,0.782578609059512,"Alkaloids","Tetramate alkaloids","Pyrazine and Piperazine alkaloids","3-hydroxy-2-(hydroxymethyl)-2-methyl-N''-phenylpropanehydrazide",NA,NA,"CC(CO)(CO)C(=O)NNC1=CC=CC=C1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H16N2O3/c1-11(7-14,8-15)10(16)13-12-9-5-3-2-4-6-9/h2-6,12,14-15H,7-8H2,1H3,(H,13,16)","QXVQVTBWOPOSTG"
"376_250.12_6.5",376,250.118656785313,6.478004,0.00087172616490626,3.0596199184472,0.576525424721126,-0.794543862881473,"Alkaloids","Pseudoalkaloids","Purine alkaloids","Activator OC","C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1",NA,"C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C","1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2",NA,"BJELTSYBAHKXRW-UHFFFAOYSA-N","BJELTSYBAHKXRW",NA,NA,NA,"InChI=1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2","BJELTSYBAHKXRW"
"63_334.99_0.5",63,334.992035713088,0.49264824,0.000972245118658339,3.01222422863313,1.64058945345203,0.714214259222514,"Alkaloids","Small peptides","Aminoacids","methyl 2-[(6-acetamido-1,3-benzothiazol-2-yl)sulfanyl]acetate",NA,NA,"CC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H12N2O3S2/c1-7(15)13-8-3-4-9-10(5-8)19-12(14-9)18-6-11(16)17-2/h3-5H,6H2,1-2H3,(H,13,15)","TYXZJDHELRGQTC"
"44_359_0.5",44,358.999235760419,0.4821121,0.00107784133153462,2.96744516671026,1.58357856884331,0.663188448085163,"Alkaloids","Ornithine alkaloids","Wax monoesters","Sufosfamide",NA,NA,"CS(=O)(=O)OCCNP1(=O)N(CCCO1)CCCl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H18ClN2O5PS/c1-18(13,14)16-8-4-10-17(12)11(6-3-9)5-2-7-15-17/h2-8H2,1H3,(H,10,12)","ZSZKJARKHWCBJK"
"151_123.06_0.7",151,123.055598956531,0.7200533,0.00125077451633524,2.90282097578834,1.68584850780569,0.753474899947225,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Amide PP",NA,NA,"C1=CC(=CN=C1)C(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)","DFPAKSUCGFBDDF"
"56_392.95_0.5",56,392.94548011304,0.4901592,0.00135468734754597,2.86816092538238,1.65339730394084,0.725433439422944,"Alkaloids","Ornithine alkaloids","Polyamines","2-(2,4-dibromophenoxy)-N-(propan-2-ylcarbamoyl)acetamide",NA,NA,"CC(C)NC(=O)NC(=O)COC1=C(C=C(C=C1)Br)Br",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H14Br2N2O3/c1-7(2)15-12(18)16-11(17)6-19-10-4-3-8(13)5-9(10)14/h3-5,7H,6H2,1-2H3,(H2,15,16,17,18)","DXUSESKZVPFYSV"
"70_197.03_0.5",70,197.032362393603,0.50074196,0.00200804874652533,2.69722574865351,1.63614568881468,0.710301217211411,NA,NA,NA,NA,"COC(=O)C(CC1=CC=C(C=C1)O)N",NA,NA,"InChI=1S/C10H13NO3/c1-14-10(13)9(11)6-7-2-4-8(12)5-3-7/h2-5,9,12H,6,11H2,1H3/t9-/m0/s1",NA,"MWZPENIJLUWBSY-UHFFFAOYSA-N","MWZPENIJLUWBSY",NA,NA,NA,NA,NA
"189_162.08_0.9",189,162.07620859509,0.89955974,0.00208007408522703,2.68192119665632,1.6088689798113,0.686046843231704,"Amino acids and Peptides","Small peptides","Dipeptides","N-Acetylthreonine",NA,"CC(=O)OCCC(N)C(=O)O","CC(C(C(=O)O)NC(=O)C)O",NA,NA,NA,NA,"FCXZBWSIAGGPCB","InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)","FCXZBWSIAGGPCB-UHFFFAOYSA-N","InChI=1S/C6H11NO4/c1-3(8)5(6(10)11)7-4(2)9/h3,5,8H,1-2H3,(H,7,9)(H,10,11)","PEDXUVCGOLSNLQ"
"88_185.03_0.6",88,185.032353833931,0.55073,0.00214739854295115,2.66808734590293,1.64166409273674,0.715158961879011,"Amino acids and Peptides","Small peptides","Aminoacids","4-ureidobutanoic acid","C[N+](C)(C)CCOP(=O)(O)O",NA,"C(CC(=O)O)CNC(=O)N","InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1",NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","YHHSONZFOIEMCP",NA,NA,NA,"InChI=1S/C5H10N2O3/c6-5(10)7-3-1-2-4(8)9/h1-3H2,(H,8,9)(H3,6,7,10)","QYTWIMMLQKHPGL"
"239_384.12_1.8",239,384.115067012285,1.7774711,0.00330681932610908,2.48058953288109,1.64758743971947,0.72035503306468,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","Succinoadenosine",NA,"O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)O","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NC(CC(=O)O)C(=O)O",NA,NA,NA,NA,"VKGZCEJTCKHMRL","InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)/t5-,6+,9+,10+,13+/m0/s1","VKGZCEJTCKHMRL-VWJPMABRSA-N","InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)","VKGZCEJTCKHMRL"
"358_304.18_5.9",358,304.175468905401,5.855591,0.00364090118152697,2.43879110818496,0.654797263780176,-0.610879801693222,"Carbohydrates","Peptide alkaloids","Simple amide alkaloids","null",NA,NA,"CCC1CCC(C(N1)COC2C(C(C(C(O2)CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H27NO7/c1-2-7-3-4-9(17)8(15-7)6-21-14-13(20)12(19)11(18)10(5-16)22-14/h7-20H,2-6H2,1H3","NIFSXMTZZIQERU"
"154_308.09_0.8",154,308.09146916855,0.750326,0.00371554687525165,2.42997725527499,1.63680297916408,0.710880676064238,"Amino acids and Peptides","Small peptides","Tripeptides","Glutinal","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O","C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N","\"\"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1\"\"",NA,"RWSXRVCMGQZWBV-WDSKDSINSA-N","RWSXRVCMGQZWBV","RWSXRVCMGQZWBV","InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1","RWSXRVCMGQZWBV-WDSKDSINSA-N","InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)","RWSXRVCMGQZWBV"
"45_475.07_0.5",45,475.073371415522,0.48239952,0.00404067295813436,2.3935462988336,1.56639916355473,0.647451899666247,"Carbohydrates","Saccharides","Acyclic monoterpenoids","null",NA,NA,"CCCC(=O)OC(COC(=O)C)COP(=O)(O)OCC(COP(=O)(O)OC)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H26O13P2/c1-4-5-13(16)26-12(8-22-10(2)14)9-25-28(19,20)24-7-11(15)6-23-27(17,18)21-3/h11-12,15H,4-9H2,1-3H3,(H,17,18)(H,19,20)","SXVMEGRESKCXKX"
"227_209.13_1.5",227,209.128628658736,1.483293,0.00496558029550208,2.30402999099379,1.60394604269088,0.681625609840449,"Amino acids and Peptides","Peptide alkaloids","Pyrazine and Piperazine alkaloids","Pilocarpic acid",NA,"CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C","CCC(C(CC1=CN=CN1C)CO)C(=O)O",NA,NA,NA,NA,"QCHFTSOMWOSFHM","InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1","QCHFTSOMWOSFHM-WPRPVWTQSA-N","InChI=1S/C11H18N2O3/c1-3-10(11(15)16)8(6-14)4-9-5-12-7-13(9)2/h5,7-8,10,14H,3-4,6H2,1-2H3,(H,15,16)","WJRPDGADPABWOY"
"112_239.04_0.6",112,239.042835780754,0.58153385,0.00540403513488936,2.26728183603066,1.58237974346186,0.662095862937303,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","(5R,6R,7S,8S)-5,6,7,8-Tetrahydro-5-hydroxymethyl-imidazo[1,2-a]pyridine-6,7,8-triol",NA,"O=P(O)(O)OC[C@@H](O)[C@@H](O)c1cnc[nH]1","C1=CN2C(C(C(C(C2=N1)O)O)O)CO",NA,NA,NA,NA,"HFYBTHCYPKEDQQ","InChI=1S/C6H11N2O6P/c9-5(2-14-15(11,12)13)6(10)4-1-7-3-8-4/h1,3,5-6,9-10H,2H2,(H,7,8)(H2,11,12,13)/t5-,6+/m1/s1","HFYBTHCYPKEDQQ-RITPCOANSA-N","InChI=1S/C8H12N2O4/c11-3-4-5(12)6(13)7(14)8-9-1-2-10(4)8/h1-2,4-7,11-14H,3H2","RZRDQZQPTISYKY"
"69_196.05_0.5",69,196.048317543142,0.4976328,0.00649332990137428,2.1875325317173,1.58389844896935,0.663479840553356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148_298.99_0.7",148,298.993202549004,0.69696987,0.0068616148661305,2.16357366200242,1.61492516309707,0.691467310844691,"Carbohydrates","Saccharides","Monosaccharides","bmse000016",NA,NA,"C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)","NBSCHQHZLSJFNQ"
"33_148.11_0.5",33,148.109906396487,0.45132676,0.00756124424997474,2.12140673274813,1.59001725892474,0.66904242540271,NA,NA,NA,NA,"C(CC(=O)O)C(C(=O)O)N",NA,NA,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",NA,"WHUUTDBJXJRKMK-UHFFFAOYSA-N","WHUUTDBJXJRKMK",NA,NA,NA,NA,NA
"130_170.08_0.6",130,170.081243593018,0.64966714,0.00868067261578452,2.06144662251864,1.51635722973095,0.600609669636719,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Adermine",NA,NA,"CC1=NC=C(C(=C1O)CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3","LXNHXLLTXMVWPM"
"230_166.09_1.5",230,166.086440549731,1.505634,0.00880953892376713,2.05504682122516,1.57928862246434,0.659274854634931,"Amino acids and Peptides","Small peptides","Aminoacids","Sabiden","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","NC(Cc1ccccc1)C(=O)O","C1=CC=C(C=C1)CC(C(=O)O)N","\"\"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1\"\"",NA,"COLNVLDHVKWLRT-QMMMGPOBSA-N","COLNVLDHVKWLRT","COLNVLDHVKWLRT","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT-UHFFFAOYSA-N","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT"
"229_120.08_1.5",229,120.081112360189,1.5049064,0.00927006539369439,2.03291720220713,1.58736592613536,0.666634742519036,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","bmse000307",NA,NA,"C1=CC=C(C=C1)C(CN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2","ULSIYEODSMZIPX"
"237_229.15_1.7",237,229.15483959829,1.6674097,0.00998383195230676,2.00070273763762,1.56069353813454,0.642187273754204,"Amino acids and Peptides","Small peptides","Dipeptides","Isoleucylproline",NA,NA,"CCC(C)C(C(=O)N1CCCC1C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)","BBIXOODYWPFNDT"
"31_147.11_0.4",31,147.112904147316,0.448894,0.0103924532088084,1.98328192219361,1.57444427410701,0.65484269561736,"Amino acids and Peptides","Small peptides","Aminoacids","lysinium","C(CCN)CC(C(=O)O)N","O=C(O)C1CCCCN1|NCCCCC(N)C(=O)O","C(CCN)CC(C(=O)O)N","1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)",NA,"KDXKERNSBIXSRK-UHFFFAOYSA-N","KDXKERNSBIXSRK","HXEACLLIILLPRG|KDXKERNSBIXSRK","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)|InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","HXEACLLIILLPRG-UHFFFAOYSA-N|KDXKERNSBIXSRK-UHFFFAOYSA-N","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK"
"78_159.08_0.5",78,159.076472506333,0.5322659,0.0108219333894804,1.96569514353873,1.5424202415589,0.625195889645392,"Amino acids and Peptides","Histidine alkaloids","Imidazole alkaloids","1,2,3-Propanetriol, 1-(1H-imidazol-4-yl)-",NA,"CC(=O)NCC(=O)O|O=C(O)Cc1cnc[nH]1","C1=C(NC=N1)C(C(CO)O)O",NA,NA,NA,NA,"OKJIRPAQVSHGFK|PRJKNHOMHKJCEJ","InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)|InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)","OKJIRPAQVSHGFK-UHFFFAOYSA-N|PRJKNHOMHKJCEJ-UHFFFAOYSA-N","InChI=1S/C6H10N2O3/c9-2-5(10)6(11)4-1-7-3-8-4/h1,3,5-6,9-11H,2H2,(H,7,8)","ABDKJICLXDSVKH"
"213_146.17_1.2",213,146.165339389507,1.1896614,0.0118098232002164,1.92775660397371,1.55827528577486,0.639950123219528,"Alkaloids","Ornithine alkaloids","Polyamines","Spermidin",NA,"NCCCCNCCCN","C(CCNCCCN)CN",NA,NA,NA,NA,"ATHGHQPFGPMSJY","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY-UHFFFAOYSA-N","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY"
"353_440.28_5.6",353,440.277332144309,5.6315207,0.0119786870422217,1.9215907814097,1.50750817913888,0.592165829635207,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","LPC-lyso","CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O",NA,"CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","1S/C20H42NO7P/c1-5-6-7-8-9-10-11-12-13-14-20(23)26-17-19(22)18-28-29(24,25)27-16-15-21(2,3)4/h19,22H,5-18H2,1-4H3",NA,"BWKILASWCLJPBO-UHFFFAOYSA-N","BWKILASWCLJPBO","GLSCDHQUIDQFRP","nan","nan","InChI=1S/C20H42NO7P/c1-5-6-7-8-9-10-11-12-13-14-20(23)26-17-19(22)18-28-29(24,25)27-16-15-21(2,3)4/h19,22H,5-18H2,1-4H3/p+1","BWKILASWCLJPBO"
"42_185.07_0.5",42,185.068704313257,0.4799024,0.0131289726789432,1.88176925542776,1.54593958253032,0.628483937835134,"Amino acids and Peptides","Small peptides","Aminoacids","L-Ornithine, N2-methyl-",NA,NA,"CNC(CCCN)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H14N2O2/c1-8-5(6(9)10)3-2-4-7/h5,8H,2-4,7H2,1H3,(H,9,10)","OZRWQPFBXDVLAH"
"139_269.16_0.7",139,269.160908220475,0.6675923,0.0158690496841852,1.79944908013059,1.53333540159378,0.616673306448767,"Amino acids and Peptides","Small peptides","Dipeptides","Histidylleucine","CCC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N","CC(C)C[C@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O","CC(C)CC(C(=O)O)NC(=O)C(CC1=CN=CN1)N","InChI=1S/C12H20N4O3/c1-3-7(2)10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)",NA,"IDXZDKMBEXLFMB-UHFFFAOYSA-N","IDXZDKMBEXLFMB","MMFKFJORZBJVNF","InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t9-,10-/m0/s1","MMFKFJORZBJVNF-UWVGGRQHSA-N","InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)","MMFKFJORZBJVNF"
"3_265.02_0.4",3,265.015638967596,0.4134636,0.0171972053819369,1.76454212203508,1.58670407433865,0.666033085770061,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","6-(Propylsulfonyl)purine",NA,NA,"CCCS(=O)(=O)C1=NC=NC2=C1NC=N2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H10N4O2S/c1-2-3-15(13,14)8-6-7(10-4-9-6)11-5-12-8/h4-5H,2-3H2,1H3,(H,9,10,11,12)","KZBFHFNSOGTTKK"
"344_272.26_5.3",344,272.258324783495,5.3128138,0.0195044027247248,1.70986734436925,1.57177060280304,0.652390674118101,"Fatty acids","Sphingolipids","Sphingoid bases","hexadecaphytosphingosine",NA,"CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO","CCCCCCCCCCCCC(C(C(CO)N)O)O",NA,NA,NA,NA,"BTUSGZZCQZACPT","InChI=1S/C16H33NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)15(17)14-18/h12-13,15-16,18-19H,2-11,14,17H2,1H3/b13-12+/t15-,16+/m0/s1","BTUSGZZCQZACPT-YYZTVXDQSA-N","InChI=1S/C16H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-15(19)16(20)14(17)13-18/h14-16,18-20H,2-13,17H2,1H3","OCHZTELGZBWSJD"
"232_228.06_1.6",232,228.063422802667,1.5978888,0.0226952420914553,1.64406518025216,1.52934967594407,0.61291830733539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
